First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
88.9,3.6,N/A,88.9,88.9 x 3.6,N/A,N/A,7.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,36.9,87.9,87.9,N/A,N/A,3.02,3.02,N/A,N/A,19.8,19.8,N/A,N/A,N/A,26.2,26.2,N/A,N/A,N/A,N/A,N/A,176,39.5,N/A,N/A,N/A,N/A,N/A,9.65
88.9,4.0,N/A,88.9,88.9 x 4.0,N/A,N/A,8.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,33.3,96.3,96.3,N/A,N/A,3.00,3.00,N/A,N/A,21.7,21.7,N/A,N/A,N/A,28.9,28.9,N/A,N/A,N/A,N/A,N/A,193,43.3,N/A,N/A,N/A,N/A,N/A,10.7
88.9,4.5,N/A,88.9,88.9 x 4.5,N/A,N/A,9.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,29.8,107,107,N/A,N/A,2.99,2.99,N/A,N/A,24.0,24.0,N/A,N/A,N/A,32.1,32.1,N/A,N/A,N/A,N/A,N/A,213,47.9,N/A,N/A,N/A,N/A,N/A,11.9
88.9,5.0,N/A,88.9,88.9 x 5.0,N/A,N/A,10.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,27.1,116,116,N/A,N/A,2.97,2.97,N/A,N/A,26.2,26.2,N/A,N/A,N/A,35.2,35.2,N/A,N/A,N/A,N/A,N/A,233,52.4,N/A,N/A,N/A,N/A,N/A,13.2
88.9,5.6,N/A,88.9,88.9 x 5.6,N/A,N/A,11.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,24.3,128,128,N/A,N/A,2.95,2.95,N/A,N/A,28.7,28.7,N/A,N/A,N/A,38.9,38.9,N/A,N/A,N/A,N/A,N/A,255,57.5,N/A,N/A,N/A,N/A,N/A,14.7
88.9,6.3,N/A,88.9,88.9 x 6.3,N/A,N/A,12.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,21.8,140,140,N/A,N/A,2.93,2.93,N/A,N/A,31.5,31.5,N/A,N/A,N/A,43.1,43.1,N/A,N/A,N/A,N/A,N/A,280,63.1,N/A,N/A,N/A,N/A,N/A,16.3
88.9,7.1,N/A,88.9,88.9 x 7.1,N/A,N/A,14.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,19.5,154,154,N/A,N/A,2.90,2.90,N/A,N/A,34.6,34.6,N/A,N/A,N/A,47.6,47.6,N/A,N/A,N/A,N/A,N/A,308,69.2,N/A,N/A,N/A,N/A,N/A,18.2
88.9,8.0,N/A,88.9,88.9 x 8.0,N/A,N/A,16.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,17.4,168,168,N/A,N/A,2.87,2.87,N/A,N/A,37.8,37.8,N/A,N/A,N/A,52.5,52.5,N/A,N/A,N/A,N/A,N/A,336,75.6,N/A,N/A,N/A,N/A,N/A,20.3
88.9,10.0,N/A,88.9,88.9 x 10.0,N/A,N/A,19.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.279,14.3,196,196,N/A,N/A,2.81,2.81,N/A,N/A,44.1,44.1,N/A,N/A,N/A,62.6,62.6,N/A,N/A,N/A,N/A,N/A,392,88.2,N/A,N/A,N/A,N/A,N/A,24.8
101.6,3.6,N/A,101.6,101.6 x 3.6,N/A,N/A,8.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,36.7,133,133,N/A,N/A,3.47,3.47,N/A,N/A,26.2,26.2,N/A,N/A,N/A,34.6,34.6,N/A,N/A,N/A,N/A,N/A,266,52.5,N/A,N/A,N/A,N/A,N/A,11.1
101.6,4.0,N/A,101.6,101.6 x 4.0,N/A,N/A,9.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,33.1,146,146,N/A,N/A,3.45,3.45,N/A,N/A,28.8,28.8,N/A,N/A,N/A,38.1,38.1,N/A,N/A,N/A,N/A,N/A,293,57.6,N/A,N/A,N/A,N/A,N/A,12.3
101.6,4.5,N/A,101.6,101.6 x 4.5,N/A,N/A,10.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,29.5,162,162,N/A,N/A,3.44,3.44,N/A,N/A,31.9,31.9,N/A,N/A,N/A,42.5,42.5,N/A,N/A,N/A,N/A,N/A,324,63.8,N/A,N/A,N/A,N/A,N/A,13.7
101.6,5.0,N/A,101.6,101.6 x 5.0,N/A,N/A,11.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,26.8,177,177,N/A,N/A,3.42,3.42,N/A,N/A,34.9,34.9,N/A,N/A,N/A,46.7,46.7,N/A,N/A,N/A,N/A,N/A,355,69.9,N/A,N/A,N/A,N/A,N/A,15.2
101.6,5.6,N/A,101.6,101.6 x 5.6,N/A,N/A,13.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,24.0,195,195,N/A,N/A,3.40,3.40,N/A,N/A,38.4,38.4,N/A,N/A,N/A,51.7,51.7,N/A,N/A,N/A,N/A,N/A,390,76.9,N/A,N/A,N/A,N/A,N/A,16.9
101.6,6.3,N/A,101.6,101.6 x 6.3,N/A,N/A,14.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,21.6,215,215,N/A,N/A,3.38,3.38,N/A,N/A,42.3,42.3,N/A,N/A,N/A,57.3,57.3,N/A,N/A,N/A,N/A,N/A,430,84.7,N/A,N/A,N/A,N/A,N/A,18.9
101.6,7.1,N/A,101.6,101.6 x 7.1,N/A,N/A,16.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,19.3,237,237,N/A,N/A,3.35,3.35,N/A,N/A,46.6,46.6,N/A,N/A,N/A,63.5,63.5,N/A,N/A,N/A,N/A,N/A,473,93.2,N/A,N/A,N/A,N/A,N/A,21.1
101.6,8.0,N/A,101.6,101.6 x 8.0,N/A,N/A,18.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,17.2,260,260,N/A,N/A,3.32,3.32,N/A,N/A,51.1,51.1,N/A,N/A,N/A,70.3,70.3,N/A,N/A,N/A,N/A,N/A,519,102,N/A,N/A,N/A,N/A,N/A,23.5
101.6,10.0,N/A,101.6,101.6 x 10.0,N/A,N/A,22.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319,14.1,305,305,N/A,N/A,3.26,3.26,N/A,N/A,60.1,60.1,N/A,N/A,N/A,84.2,84.2,N/A,N/A,N/A,N/A,N/A,611,120,N/A,N/A,N/A,N/A,N/A,28.8
114.3,3.6,N/A,114.3,114.3 x 3.6,N/A,N/A,9.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,36.5,192,192,N/A,N/A,3.92,3.92,N/A,N/A,33.6,33.6,N/A,N/A,N/A,44.1,44.1,N/A,N/A,N/A,N/A,N/A,384,67.2,N/A,N/A,N/A,N/A,N/A,12.5
114.3,4.0,N/A,114.3,114.3 x 4.0,N/A,N/A,10.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,32.9,211,211,N/A,N/A,3.90,3.90,N/A,N/A,36.9,36.9,N/A,N/A,N/A,48.7,48.7,N/A,N/A,N/A,N/A,N/A,422,73.9,N/A,N/A,N/A,N/A,N/A,13.9
114.3,4.5,N/A,114.3,114.3 x 4.5,N/A,N/A,12.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,29.4,234,234,N/A,N/A,3.89,3.89,N/A,N/A,41.0,41.0,N/A,N/A,N/A,54.3,54.3,N/A,N/A,N/A,N/A,N/A,469,82.0,N/A,N/A,N/A,N/A,N/A,15.5
114.3,5.0,N/A,114.3,114.3 x 5.0,N/A,N/A,13.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,26.6,257,257,N/A,N/A,3.87,3.87,N/A,N/A,45.0,45.0,N/A,N/A,N/A,59.8,59.8,N/A,N/A,N/A,N/A,N/A,514,89.9,N/A,N/A,N/A,N/A,N/A,17.2
114.3,5.6,N/A,114.3,114.3 x 5.6,N/A,N/A,15.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,23.9,283,283,N/A,N/A,3.85,3.85,N/A,N/A,49.6,49.6,N/A,N/A,N/A,66.2,66.2,N/A,N/A,N/A,N/A,N/A,566,99.1,N/A,N/A,N/A,N/A,N/A,19.1
114.3,6.3,N/A,114.3,114.3 x 6.3,N/A,N/A,16.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,21.4,313,313,N/A,N/A,3.82,3.82,N/A,N/A,54.7,54.7,N/A,N/A,N/A,73.6,73.6,N/A,N/A,N/A,N/A,N/A,625,109,N/A,N/A,N/A,N/A,N/A,21.4
114.3,7.1,N/A,114.3,114.3 x 7.1,N/A,N/A,18.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,19.1,345,345,N/A,N/A,3.80,3.80,N/A,N/A,60.4,60.4,N/A,N/A,N/A,81.7,81.7,N/A,N/A,N/A,N/A,N/A,690,121,N/A,N/A,N/A,N/A,N/A,23.9
114.3,8.0,N/A,114.3,114.3 x 8.0,N/A,N/A,21.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,17.1,379,379,N/A,N/A,3.77,3.77,N/A,N/A,66.4,66.4,N/A,N/A,N/A,90.6,90.6,N/A,N/A,N/A,N/A,N/A,759,133,N/A,N/A,N/A,N/A,N/A,26.7
114.3,10.0,N/A,114.3,114.3 x 10.0,N/A,N/A,25.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.359,14.0,450,450,N/A,N/A,3.70,3.70,N/A,N/A,78.7,78.7,N/A,N/A,N/A,109,109,N/A,N/A,N/A,N/A,N/A,899,157,N/A,N/A,N/A,N/A,N/A,32.8
139.7,3.6,N/A,139.7,139.7 x 3.6,N/A,N/A,12.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,36.3,357,357,N/A,N/A,4.81,4.81,N/A,N/A,51.1,51.1,N/A,N/A,N/A,66.7,66.7,N/A,N/A,N/A,N/A,N/A,713,102,N/A,N/A,N/A,N/A,N/A,15.4
139.7,4.0,N/A,139.7,139.7 x 4.0,N/A,N/A,13.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,32.8,393,393,N/A,N/A,4.80,4.80,N/A,N/A,56.2,56.2,N/A,N/A,N/A,73.7,73.7,N/A,N/A,N/A,N/A,N/A,786,112,N/A,N/A,N/A,N/A,N/A,17.1
139.7,4.5,N/A,139.7,139.7 x 4.5,N/A,N/A,15.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,29.3,437,437,N/A,N/A,4.78,4.78,N/A,N/A,62.6,62.6,N/A,N/A,N/A,82.3,82.3,N/A,N/A,N/A,N/A,N/A,874,125,N/A,N/A,N/A,N/A,N/A,19.1
139.7,5.0,N/A,139.7,139.7 x 5.0,N/A,N/A,16.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,26.4,481,481,N/A,N/A,4.77,4.77,N/A,N/A,68.8,68.8,N/A,N/A,N/A,90.8,90.8,N/A,N/A,N/A,N/A,N/A,961,138,N/A,N/A,N/A,N/A,N/A,21.2
139.7,5.6,N/A,139.7,139.7 x 5.6,N/A,N/A,18.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,23.7,531,531,N/A,N/A,4.75,4.75,N/A,N/A,76.1,76.1,N/A,N/A,N/A,101,101,N/A,N/A,N/A,N/A,N/A,1060,152,N/A,N/A,N/A,N/A,N/A,23.6
139.7,6.3,N/A,139.7,139.7 x 6.3,N/A,N/A,20.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,21.2,589,589,N/A,N/A,4.72,4.72,N/A,N/A,84.3,84.3,N/A,N/A,N/A,112,112,N/A,N/A,N/A,N/A,N/A,1180,169,N/A,N/A,N/A,N/A,N/A,26.4
139.7,7.1,N/A,139.7,139.7 x 7.1,N/A,N/A,23.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,18.9,652,652,N/A,N/A,4.69,4.69,N/A,N/A,93.3,93.3,N/A,N/A,N/A,125,125,N/A,N/A,N/A,N/A,N/A,1300,187,N/A,N/A,N/A,N/A,N/A,29.6
139.7,8.0,N/A,139.7,139.7 x 8.0,N/A,N/A,26.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,16.9,720,720,N/A,N/A,4.66,4.66,N/A,N/A,103,103,N/A,N/A,N/A,139,139,N/A,N/A,N/A,N/A,N/A,1440,206,N/A,N/A,N/A,N/A,N/A,33.1
139.7,10.0,N/A,139.7,139.7 x 10.0,N/A,N/A,32.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.439,13.7,862,862,N/A,N/A,4.60,4.60,N/A,N/A,123,123,N/A,N/A,N/A,169,169,N/A,N/A,N/A,N/A,N/A,1720,247,N/A,N/A,N/A,N/A,N/A,40.7
168.3,5.0,N/A,168.3,168.3 x 5.0,N/A,N/A,20.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,26.3,856,856,N/A,N/A,5.78,5.78,N/A,N/A,102,102,N/A,N/A,N/A,133,133,N/A,N/A,N/A,N/A,N/A,1710,203,N/A,N/A,N/A,N/A,N/A,25.7
168.3,5.6,N/A,168.3,168.3 x 5.6,N/A,N/A,22.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,23.5,948,948,N/A,N/A,5.76,5.76,N/A,N/A,113,113,N/A,N/A,N/A,148,148,N/A,N/A,N/A,N/A,N/A,1900,225,N/A,N/A,N/A,N/A,N/A,28.6
168.3,6.3,N/A,168.3,168.3 x 6.3,N/A,N/A,25.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,21.0,1050,1050,N/A,N/A,5.73,5.73,N/A,N/A,125,125,N/A,N/A,N/A,165,165,N/A,N/A,N/A,N/A,N/A,2110,250,N/A,N/A,N/A,N/A,N/A,32.1
168.3,7.1,N/A,168.3,168.3 x 7.1,N/A,N/A,28.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,18.8,1170,1170,N/A,N/A,5.70,5.70,N/A,N/A,139,139,N/A,N/A,N/A,185,185,N/A,N/A,N/A,N/A,N/A,2340,278,N/A,N/A,N/A,N/A,N/A,36.0
168.3,8.0,N/A,168.3,168.3 x 8.0,N/A,N/A,31.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,16.7,1300,1300,N/A,N/A,5.67,5.67,N/A,N/A,154,154,N/A,N/A,N/A,206,206,N/A,N/A,N/A,N/A,N/A,2600,308,N/A,N/A,N/A,N/A,N/A,40.3
168.3,10.0,N/A,168.3,168.3 x 10.0,N/A,N/A,39.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,13.6,1560,1560,N/A,N/A,5.61,5.61,N/A,N/A,186,186,N/A,N/A,N/A,251,251,N/A,N/A,N/A,N/A,N/A,3130,372,N/A,N/A,N/A,N/A,N/A,49.7
168.3,11.0,N/A,168.3,168.3 x 11.0,N/A,N/A,42.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,12.4,1690,1690,N/A,N/A,5.57,5.57,N/A,N/A,201,201,N/A,N/A,N/A,273,273,N/A,N/A,N/A,N/A,N/A,3380,402,N/A,N/A,N/A,N/A,N/A,54.4
168.3,12.5,N/A,168.3,168.3 x 12.5,N/A,N/A,48.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.529,11.0,1870,1870,N/A,N/A,5.53,5.53,N/A,N/A,222,222,N/A,N/A,N/A,304,304,N/A,N/A,N/A,N/A,N/A,3740,444,N/A,N/A,N/A,N/A,N/A,61.2
193.7,5.0,N/A,193.7,193.7 x 5.0,N/A,N/A,23.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,26.1,1320,1320,N/A,N/A,6.67,6.67,N/A,N/A,136,136,N/A,N/A,N/A,178,178,N/A,N/A,N/A,N/A,N/A,2640,273,N/A,N/A,N/A,N/A,N/A,29.6
193.7,5.6,N/A,193.7,193.7 x 5.6,N/A,N/A,26.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,23.4,1460,1460,N/A,N/A,6.65,6.65,N/A,N/A,151,151,N/A,N/A,N/A,198,198,N/A,N/A,N/A,N/A,N/A,2930,303,N/A,N/A,N/A,N/A,N/A,33.1
193.7,6.3,N/A,193.7,193.7 x 6.3,N/A,N/A,29.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,20.9,1630,1630,N/A,N/A,6.63,6.63,N/A,N/A,168,168,N/A,N/A,N/A,221,221,N/A,N/A,N/A,N/A,N/A,3260,337,N/A,N/A,N/A,N/A,N/A,37.1
193.7,7.1,N/A,193.7,193.7 x 7.1,N/A,N/A,32.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,18.6,1810,1810,N/A,N/A,6.60,6.60,N/A,N/A,187,187,N/A,N/A,N/A,247,247,N/A,N/A,N/A,N/A,N/A,3630,375,N/A,N/A,N/A,N/A,N/A,41.6
193.7,8.0,N/A,193.7,193.7 x 8.0,N/A,N/A,36.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,16.6,2020,2020,N/A,N/A,6.57,6.57,N/A,N/A,208,208,N/A,N/A,N/A,276,276,N/A,N/A,N/A,N/A,N/A,4030,416,N/A,N/A,N/A,N/A,N/A,46.7
193.7,10.0,N/A,193.7,193.7 x 10.0,N/A,N/A,45.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,13.4,2440,2440,N/A,N/A,6.50,6.50,N/A,N/A,252,252,N/A,N/A,N/A,338,338,N/A,N/A,N/A,N/A,N/A,4880,504,N/A,N/A,N/A,N/A,N/A,57.7
193.7,11.0,N/A,193.7,193.7 x 11.0,N/A,N/A,49.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,12.3,2640,2640,N/A,N/A,6.47,6.47,N/A,N/A,273,273,N/A,N/A,N/A,368,368,N/A,N/A,N/A,N/A,N/A,5290,546,N/A,N/A,N/A,N/A,N/A,63.1
193.7,12.5,N/A,193.7,193.7 x 12.5,N/A,N/A,55.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,10.9,2930,2930,N/A,N/A,6.42,6.42,N/A,N/A,303,303,N/A,N/A,N/A,411,411,N/A,N/A,N/A,N/A,N/A,5870,606,N/A,N/A,N/A,N/A,N/A,71.2
193.7,14.2,N/A,193.7,193.7 x 14.2,N/A,N/A,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,9.68,3240,3240,N/A,N/A,6.37,6.37,N/A,N/A,335,335,N/A,N/A,N/A,458,458,N/A,N/A,N/A,N/A,N/A,6490,670,N/A,N/A,N/A,N/A,N/A,80.1
193.7,16.0,N/A,193.7,193.7 x 16.0,N/A,N/A,70.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.609,8.69,3550,3550,N/A,N/A,6.31,6.31,N/A,N/A,367,367,N/A,N/A,N/A,507,507,N/A,N/A,N/A,N/A,N/A,7110,734,N/A,N/A,N/A,N/A,N/A,89.3
219.1,4.5,N/A,219.1,219.1 x 4.5,N/A,N/A,23.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,28.9,1750,1750,N/A,N/A,7.59,7.59,N/A,N/A,159,159,N/A,N/A,N/A,207,207,N/A,N/A,N/A,N/A,N/A,3490,319,N/A,N/A,N/A,N/A,N/A,30.3
219.1,5.0,N/A,219.1,219.1 x 5.0,N/A,N/A,26.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,26.1,1930,1930,N/A,N/A,7.57,7.57,N/A,N/A,176,176,N/A,N/A,N/A,229,229,N/A,N/A,N/A,N/A,N/A,3860,352,N/A,N/A,N/A,N/A,N/A,33.6
219.1,5.6,N/A,219.1,219.1 x 5.6,N/A,N/A,29.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,23.3,2140,2140,N/A,N/A,7.55,7.55,N/A,N/A,195,195,N/A,N/A,N/A,255,255,N/A,N/A,N/A,N/A,N/A,4280,391,N/A,N/A,N/A,N/A,N/A,37.6
219.1,6.3,N/A,219.1,219.1 x 6.3,N/A,N/A,33.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,20.8,2390,2390,N/A,N/A,7.53,7.53,N/A,N/A,218,218,N/A,N/A,N/A,285,285,N/A,N/A,N/A,N/A,N/A,4770,436,N/A,N/A,N/A,N/A,N/A,42.1
219.1,7.1,N/A,219.1,219.1 x 7.1,N/A,N/A,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.688,18.5,2660,2660,N/A,N/A,7.50,7.50,N/A,N/A,243,243,N/A,N/A,N/A,319,319,N/A,N/A,N/A,N/A,N/A,5320,486,N/A,N/A,N/A,N/A,N/A,47.3
