First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
120,120,8.0,120 x 120,120 x 120 x 8.0,N/A,N/A,26.4,N/A,120,120,N/A,8.0,8.0,N/A,N/A,N/A,N/A,12.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.446,16.9,677,677,N/A,N/A,4.49,4.49,N/A,N/A,113,113,N/A,N/A,N/A,138,138,N/A,N/A,N/A,N/A,N/A,1160,175,N/A,N/A,N/A,N/A,N/A,33.6
120,120,10.0,120 x 120,120 x 120 x 10.0,N/A,N/A,31.8,N/A,120,120,N/A,10.0,10.0,N/A,N/A,N/A,N/A,9.00,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.437,13.7,777,777,N/A,N/A,4.38,4.38,N/A,N/A,129,129,N/A,N/A,N/A,162,162,N/A,N/A,N/A,N/A,N/A,1380,203,N/A,N/A,N/A,N/A,N/A,40.6
140,140,4.0,140 x 140,140 x 140 x 4.0,N/A,N/A,16.8,N/A,140,140,N/A,4.0,4.0,N/A,N/A,N/A,N/A,32.0,32.0,N/A,N/A,N/A,N/A,N/A,N/A,0.546,32.5,652,652,N/A,N/A,5.52,5.52,N/A,N/A,93.1,93.1,N/A,N/A,N/A,108,108,N/A,N/A,N/A,N/A,N/A,1020,140,N/A,N/A,N/A,N/A,N/A,21.3
140,140,5.0,140 x 140,140 x 140 x 5.0,N/A,N/A,20.7,N/A,140,140,N/A,5.0,5.0,N/A,N/A,N/A,N/A,25.0,25.0,N/A,N/A,N/A,N/A,N/A,N/A,0.543,26.2,791,791,N/A,N/A,5.48,5.48,N/A,N/A,113,113,N/A,N/A,N/A,132,132,N/A,N/A,N/A,N/A,N/A,1260,170,N/A,N/A,N/A,N/A,N/A,26.4
140,140,6.0,140 x 140,140 x 140 x 6.0,N/A,N/A,24.5,N/A,140,140,N/A,6.0,6.0,N/A,N/A,N/A,N/A,20.3,20.3,N/A,N/A,N/A,N/A,N/A,N/A,0.539,22.0,920,920,N/A,N/A,5.43,5.43,N/A,N/A,131,131,N/A,N/A,N/A,155,155,N/A,N/A,N/A,N/A,N/A,1480,198,N/A,N/A,N/A,N/A,N/A,31.2
140,140,8.0,140 x 140,140 x 140 x 8.0,N/A,N/A,31.4,N/A,140,140,N/A,8.0,8.0,N/A,N/A,N/A,N/A,14.5,14.5,N/A,N/A,N/A,N/A,N/A,N/A,0.526,16.8,1130,1130,N/A,N/A,5.30,5.30,N/A,N/A,161,161,N/A,N/A,N/A,194,194,N/A,N/A,N/A,N/A,N/A,1900,248,N/A,N/A,N/A,N/A,N/A,40.0
140,140,10.0,140 x 140,140 x 140 x 10.0,N/A,N/A,38.1,N/A,140,140,N/A,10.0,10.0,N/A,N/A,N/A,N/A,11.0,11.0,N/A,N/A,N/A,N/A,N/A,N/A,0.517,13.6,1310,1310,N/A,N/A,5.20,5.20,N/A,N/A,187,187,N/A,N/A,N/A,230,230,N/A,N/A,N/A,N/A,N/A,2270,291,N/A,N/A,N/A,N/A,N/A,48.6
150,150,4.0,150 x 150,150 x 150 x 4.0,N/A,N/A,18.0,N/A,150,150,N/A,4.0,4.0,N/A,N/A,N/A,N/A,34.5,34.5,N/A,N/A,N/A,N/A,N/A,N/A,0.586,32.6,808,808,N/A,N/A,5.93,5.93,N/A,N/A,108,108,N/A,N/A,N/A,125,125,N/A,N/A,N/A,N/A,N/A,1260,162,N/A,N/A,N/A,N/A,N/A,22.9
150,150,5.0,150 x 150,150 x 150 x 5.0,N/A,N/A,22.3,N/A,150,150,N/A,5.0,5.0,N/A,N/A,N/A,N/A,27.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,0.583,26.1,982,982,N/A,N/A,5.89,5.89,N/A,N/A,131,131,N/A,N/A,N/A,153,153,N/A,N/A,N/A,N/A,N/A,1550,197,N/A,N/A,N/A,N/A,N/A,28.4
150,150,6.0,150 x 150,150 x 150 x 6.0,N/A,N/A,26.4,N/A,150,150,N/A,6.0,6.0,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.579,21.9,1150,1150,N/A,N/A,5.84,5.84,N/A,N/A,153,153,N/A,N/A,N/A,180,180,N/A,N/A,N/A,N/A,N/A,1830,230,N/A,N/A,N/A,N/A,N/A,33.6
150,150,8.0,150 x 150,150 x 150 x 8.0,N/A,N/A,33.9,N/A,150,150,N/A,8.0,8.0,N/A,N/A,N/A,N/A,15.8,15.8,N/A,N/A,N/A,N/A,N/A,N/A,0.566,16.7,1410,1410,N/A,N/A,5.71,5.71,N/A,N/A,188,188,N/A,N/A,N/A,226,226,N/A,N/A,N/A,N/A,N/A,2360,289,N/A,N/A,N/A,N/A,N/A,43.2
150,150,10.0,150 x 150,150 x 150 x 10.0,N/A,N/A,41.3,N/A,150,150,N/A,10.0,10.0,N/A,N/A,N/A,N/A,12.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.557,13.5,1650,1650,N/A,N/A,5.61,5.61,N/A,N/A,220,220,N/A,N/A,N/A,269,269,N/A,N/A,N/A,N/A,N/A,2840,341,N/A,N/A,N/A,N/A,N/A,52.6
160,160,4.0,160 x 160,160 x 160 x 4.0,N/A,N/A,19.3,N/A,160,160,N/A,4.0,4.0,N/A,N/A,N/A,N/A,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,0.626,32.4,987,987,N/A,N/A,6.34,6.34,N/A,N/A,123,123,N/A,N/A,N/A,143,143,N/A,N/A,N/A,N/A,N/A,1540,185,N/A,N/A,N/A,N/A,N/A,24.5
160,160,5.0,160 x 160,160 x 160 x 5.0,N/A,N/A,23.8,N/A,160,160,N/A,5.0,5.0,N/A,N/A,N/A,N/A,29.0,29.0,N/A,N/A,N/A,N/A,N/A,N/A,0.623,26.2,1200,1200,N/A,N/A,6.29,6.29,N/A,N/A,150,150,N/A,N/A,N/A,175,175,N/A,N/A,N/A,N/A,N/A,1900,226,N/A,N/A,N/A,N/A,N/A,30.4
160,160,6.0,160 x 160,160 x 160 x 6.0,N/A,N/A,28.3,N/A,160,160,N/A,6.0,6.0,N/A,N/A,N/A,N/A,23.7,23.7,N/A,N/A,N/A,N/A,N/A,N/A,0.619,21.9,1400,1400,N/A,N/A,6.25,6.25,N/A,N/A,176,176,N/A,N/A,N/A,206,206,N/A,N/A,N/A,N/A,N/A,2240,264,N/A,N/A,N/A,N/A,N/A,36.0
160,160,8.0,160 x 160,160 x 160 x 8.0,N/A,N/A,36.5,N/A,160,160,N/A,8.0,8.0,N/A,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.606,16.6,1740,1740,N/A,N/A,6.12,6.12,N/A,N/A,218,218,N/A,N/A,N/A,260,260,N/A,N/A,N/A,N/A,N/A,2900,334,N/A,N/A,N/A,N/A,N/A,46.4
160,160,10.0,160 x 160,160 x 160 x 10.0,N/A,N/A,44.4,N/A,160,160,N/A,10.0,10.0,N/A,N/A,N/A,N/A,13.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,0.597,13.4,2050,2050,N/A,N/A,6.02,6.02,N/A,N/A,256,256,N/A,N/A,N/A,311,311,N/A,N/A,N/A,N/A,N/A,3490,395,N/A,N/A,N/A,N/A,N/A,56.6
180,180,5.0,180 x 180,180 x 180 x 5.0,N/A,N/A,27.0,N/A,180,180,N/A,5.0,5.0,N/A,N/A,N/A,N/A,33.0,33.0,N/A,N/A,N/A,N/A,N/A,N/A,0.703,26.0,1740,1740,N/A,N/A,7.11,7.11,N/A,N/A,193,193,N/A,N/A,N/A,224,224,N/A,N/A,N/A,N/A,N/A,2720,290,N/A,N/A,N/A,N/A,N/A,34.4
180,180,6.0,180 x 180,180 x 180 x 6.0,N/A,N/A,32.1,N/A,180,180,N/A,6.0,6.0,N/A,N/A,N/A,N/A,27.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,0.699,21.8,2040,2040,N/A,N/A,7.06,7.06,N/A,N/A,226,226,N/A,N/A,N/A,264,264,N/A,N/A,N/A,N/A,N/A,3220,340,N/A,N/A,N/A,N/A,N/A,40.8
180,180,6.3,180 x 180,180 x 180 x 6.3,N/A,N/A,33.3,N/A,180,180,N/A,6.3,6.3,N/A,N/A,N/A,N/A,25.6,25.6,N/A,N/A,N/A,N/A,N/A,N/A,0.693,20.8,2100,2100,N/A,N/A,7.03,7.03,N/A,N/A,233,233,N/A,N/A,N/A,273,273,N/A,N/A,N/A,N/A,N/A,3380,354,N/A,N/A,N/A,N/A,N/A,42.4
180,180,8.0,180 x 180,180 x 180 x 8.0,N/A,N/A,41.5,N/A,180,180,N/A,8.0,8.0,N/A,N/A,N/A,N/A,19.5,19.5,N/A,N/A,N/A,N/A,N/A,N/A,0.686,16.5,2550,2550,N/A,N/A,6.94,6.94,N/A,N/A,283,283,N/A,N/A,N/A,336,336,N/A,N/A,N/A,N/A,N/A,4190,432,N/A,N/A,N/A,N/A,N/A,52.8
180,180,10.0,180 x 180,180 x 180 x 10.0,N/A,N/A,50.7,N/A,180,180,N/A,10.0,10.0,N/A,N/A,N/A,N/A,15.0,15.0,N/A,N/A,N/A,N/A,N/A,N/A,0.677,13.4,3020,3020,N/A,N/A,6.84,6.84,N/A,N/A,335,335,N/A,N/A,N/A,404,404,N/A,N/A,N/A,N/A,N/A,5070,515,N/A,N/A,N/A,N/A,N/A,64.6
180,180,12.0,180 x 180,180 x 180 x 12.0,N/A,N/A,58.5,N/A,180,180,N/A,12.0,12.0,N/A,N/A,N/A,N/A,12.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.658,11.2,3320,3320,N/A,N/A,6.68,6.68,N/A,N/A,369,369,N/A,N/A,N/A,454,454,N/A,N/A,N/A,N/A,N/A,5860,584,N/A,N/A,N/A,N/A,N/A,74.5
180,180,12.5,180 x 180,180 x 180 x 12.5,N/A,N/A,60.5,N/A,180,180,N/A,12.5,12.5,N/A,N/A,N/A,N/A,11.4,11.4,N/A,N/A,N/A,N/A,N/A,N/A,0.656,10.8,3410,3410,N/A,N/A,6.65,6.65,N/A,N/A,378,378,N/A,N/A,N/A,467,467,N/A,N/A,N/A,N/A,N/A,6050,600,N/A,N/A,N/A,N/A,N/A,77.0
200,200,5.0,200 x 200,200 x 200 x 5.0,N/A,N/A,30.1,N/A,200,200,N/A,5.0,5.0,N/A,N/A,N/A,N/A,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,0.783,26.0,2410,2410,N/A,N/A,7.93,7.93,N/A,N/A,241,241,N/A,N/A,N/A,279,279,N/A,N/A,N/A,N/A,N/A,3760,362,N/A,N/A,N/A,N/A,N/A,38.4
200,200,6.0,200 x 200,200 x 200 x 6.0,N/A,N/A,35.8,N/A,200,200,N/A,6.0,6.0,N/A,N/A,N/A,N/A,30.3,30.3,N/A,N/A,N/A,N/A,N/A,N/A,0.779,21.8,2830,2830,N/A,N/A,7.88,7.88,N/A,N/A,283,283,N/A,N/A,N/A,330,330,N/A,N/A,N/A,N/A,N/A,4460,426,N/A,N/A,N/A,N/A,N/A,45.6
200,200,6.3,200 x 200,200 x 200 x 6.3,N/A,N/A,37.2,N/A,200,200,N/A,6.3,6.3,N/A,N/A,N/A,N/A,28.7,28.7,N/A,N/A,N/A,N/A,N/A,N/A,0.773,20.8,2920,2920,N/A,N/A,7.85,7.85,N/A,N/A,292,292,N/A,N/A,N/A,341,341,N/A,N/A,N/A,N/A,N/A,4680,444,N/A,N/A,N/A,N/A,N/A,47.4
200,200,8.0,200 x 200,200 x 200 x 8.0,N/A,N/A,46.5,N/A,200,200,N/A,8.0,8.0,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.766,16.5,3570,3570,N/A,N/A,7.76,7.76,N/A,N/A,357,357,N/A,N/A,N/A,421,421,N/A,N/A,N/A,N/A,N/A,5820,544,N/A,N/A,N/A,N/A,N/A,59.2
200,200,10.0,200 x 200,200 x 200 x 10.0,N/A,N/A,57.0,N/A,200,200,N/A,10.0,10.0,N/A,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.757,13.3,4250,4250,N/A,N/A,7.65,7.65,N/A,N/A,425,425,N/A,N/A,N/A,508,508,N/A,N/A,N/A,N/A,N/A,7070,651,N/A,N/A,N/A,N/A,N/A,72.6
200,200,12.0,200 x 200,200 x 200 x 12.0,N/A,N/A,66.0,N/A,200,200,N/A,12.0,12.0,N/A,N/A,N/A,N/A,13.7,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.738,11.2,4730,4730,N/A,N/A,7.50,7.50,N/A,N/A,473,473,N/A,N/A,N/A,576,576,N/A,N/A,N/A,N/A,N/A,8230,743,N/A,N/A,N/A,N/A,N/A,84.1
200,200,12.5,200 x 200,200 x 200 x 12.5,N/A,N/A,68.3,N/A,200,200,N/A,12.5,12.5,N/A,N/A,N/A,N/A,13.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,0.736,10.8,4860,4860,N/A,N/A,7.47,7.47,N/A,N/A,486,486,N/A,N/A,N/A,594,594,N/A,N/A,N/A,N/A,N/A,8500,765,N/A,N/A,N/A,N/A,N/A,87.0
250,250,6.0,250 x 250,250 x 250 x 6.0,N/A,N/A,45.2,N/A,250,250,N/A,6.0,6.0,N/A,N/A,N/A,N/A,38.7,38.7,N/A,N/A,N/A,N/A,N/A,N/A,0.979,21.7,5670,5670,N/A,N/A,9.92,9.92,N/A,N/A,454,454,N/A,N/A,N/A,524,524,N/A,N/A,N/A,N/A,N/A,8840,681,N/A,N/A,N/A,N/A,N/A,57.6
250,250,6.3,250 x 250,250 x 250 x 6.3,N/A,N/A,47.1,N/A,250,250,N/A,6.3,6.3,N/A,N/A,N/A,N/A,36.7,36.7,N/A,N/A,N/A,N/A,N/A,N/A,0.973,20.7,5870,5870,N/A,N/A,9.89,9.89,N/A,N/A,470,470,N/A,N/A,N/A,544,544,N/A,N/A,N/A,N/A,N/A,9290,711,N/A,N/A,N/A,N/A,N/A,60.0
250,250,8.0,250 x 250,250 x 250 x 8.0,N/A,N/A,59.1,N/A,250,250,N/A,8.0,8.0,N/A,N/A,N/A,N/A,28.3,28.3,N/A,N/A,N/A,N/A,N/A,N/A,0.966,16.3,7230,7230,N/A,N/A,9.80,9.80,N/A,N/A,578,578,N/A,N/A,N/A,676,676,N/A,N/A,N/A,N/A,N/A,11600,878,N/A,N/A,N/A,N/A,N/A,75.2
250,250,10.0,250 x 250,250 x 250 x 10.0,N/A,N/A,72.7,N/A,250,250,N/A,10.0,10.0,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.957,13.2,8710,8710,N/A,N/A,9.70,9.70,N/A,N/A,697,697,N/A,N/A,N/A,822,822,N/A,N/A,N/A,N/A,N/A,14200,1060,N/A,N/A,N/A,N/A,N/A,92.6
250,250,12.0,250 x 250,250 x 250 x 12.0,N/A,N/A,84.8,N/A,250,250,N/A,12.0,12.0,N/A,N/A,N/A,N/A,17.8,17.8,N/A,N/A,N/A,N/A,N/A,N/A,0.938,11.1,9860,9860,N/A,N/A,9.55,9.55,N/A,N/A,789,789,N/A,N/A,N/A,944,944,N/A,N/A,N/A,N/A,N/A,16700,1230,N/A,N/A,N/A,N/A,N/A,108
250,250,12.5,250 x 250,250 x 250 x 12.5,N/A,N/A,88.0,N/A,250,250,N/A,12.5,12.5,N/A,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.936,10.6,10200,10200,N/A,N/A,9.52,9.52,N/A,N/A,813,813,N/A,N/A,N/A,975,975,N/A,N/A,N/A,N/A,N/A,17300,1270,N/A,N/A,N/A,N/A,N/A,112
300,300,6.0,300 x 300,300 x 300 x 6.0,N/A,N/A,54.7,N/A,300,300,N/A,6.0,6.0,N/A,N/A,N/A,N/A,47.0,47.0,N/A,N/A,N/A,N/A,N/A,N/A,1.18,21.6,9960,9960,N/A,N/A,12.0,12.0,N/A,N/A,664,664,N/A,N/A,N/A,764,764,N/A,N/A,N/A,N/A,N/A,15400,997,N/A,N/A,N/A,N/A,N/A,69.6
300,300,6.3,300 x 300,300 x 300 x 6.3,N/A,N/A,57.0,N/A,300,300,N/A,6.3,6.3,N/A,N/A,N/A,N/A,44.6,44.6,N/A,N/A,N/A,N/A,N/A,N/A,1.17,20.5,10300,10300,N/A,N/A,11.9,11.9,N/A,N/A,689,689,N/A,N/A,N/A,795,795,N/A,N/A,N/A,N/A,N/A,16200,1040,N/A,N/A,N/A,N/A,N/A,72.6
300,300,8.0,300 x 300,300 x 300 x 8.0,N/A,N/A,71.6,N/A,300,300,N/A,8.0,8.0,N/A,N/A,N/A,N/A,34.5,34.5,N/A,N/A,N/A,N/A,N/A,N/A,1.17,16.3,12800,12800,N/A,N/A,11.8,11.8,N/A,N/A,853,853,N/A,N/A,N/A,991,991,N/A,N/A,N/A,N/A,N/A,20300,1290,N/A,N/A,N/A,N/A,N/A,91.2
300,300,10.0,300 x 300,300 x 300 x 10.0,N/A,N/A,88.4,N/A,300,300,N/A,10.0,10.0,N/A,N/A,N/A,N/A,27.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,1.16,13.1,15500,15500,N/A,N/A,11.7,11.7,N/A,N/A,1040,1040,N/A,N/A,N/A,1210,1210,N/A,N/A,N/A,N/A,N/A,25000,1570,N/A,N/A,N/A,N/A,N/A,113
300,300,12.0,300 x 300,300 x 300 x 12.0,N/A,N/A,104,N/A,300,300,N/A,12.0,12.0,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,1.14,11.0,17800,17800,N/A,N/A,11.6,11.6,N/A,N/A,1180,1180,N/A,N/A,N/A,1400,1400,N/A,N/A,N/A,N/A,N/A,29500,1830,N/A,N/A,N/A,N/A,N/A,132
300,300,12.5,300 x 300,300 x 300 x 12.5,N/A,N/A,108,N/A,300,300,N/A,12.5,12.5,N/A,N/A,N/A,N/A,21.0,21.0,N/A,N/A,N/A,N/A,N/A,N/A,1.14,10.6,18300,18300,N/A,N/A,11.6,11.6,N/A,N/A,1220,1220,N/A,N/A,N/A,1450,1450,N/A,N/A,N/A,N/A,N/A,30600,1890,N/A,N/A,N/A,N/A,N/A,137
350,350,6.0,350 x 350,350 x 350 x 6.0,N/A,N/A,64.1,N/A,350,350,N/A,6.0,6.0,N/A,N/A,N/A,N/A,55.3,55.3,N/A,N/A,N/A,N/A,N/A,N/A,1.38,21.5,16000,16000,N/A,N/A,14.0,14.0,N/A,N/A,915,915,N/A,N/A,N/A,1050,1050,N/A,N/A,N/A,N/A,N/A,24700,1370,N/A,N/A,N/A,N/A,N/A,81.6
350,350,6.3,350 x 350,350 x 350 x 6.3,N/A,N/A,66.9,N/A,350,350,N/A,6.3,6.3,N/A,N/A,N/A,N/A,52.6,52.6,N/A,N/A,N/A,N/A,N/A,N/A,1.37,20.5,16600,16600,N/A,N/A,14.0,14.0,N/A,N/A,951,951,N/A,N/A,N/A,1090,1090,N/A,N/A,N/A,N/A,N/A,25900,1440,N/A,N/A,N/A,N/A,N/A,85.2
350,350,8.0,350 x 350,350 x 350 x 8.0,N/A,N/A,84.2,N/A,350,350,N/A,8.0,8.0,N/A,N/A,N/A,N/A,40.8,40.8,N/A,N/A,N/A,N/A,N/A,N/A,1.37,16.3,20700,20700,N/A,N/A,13.9,13.9,N/A,N/A,1180,1180,N/A,N/A,N/A,1370,1370,N/A,N/A,N/A,N/A,N/A,32600,1790,N/A,N/A,N/A,N/A,N/A,107
350,350,10.0,350 x 350,350 x 350 x 10.0,N/A,N/A,104,N/A,350,350,N/A,10.0,10.0,N/A,N/A,N/A,N/A,32.0,32.0,N/A,N/A,N/A,N/A,N/A,N/A,1.36,13.1,25200,25200,N/A,N/A,13.8,13.8,N/A,N/A,1440,1440,N/A,N/A,N/A,1680,1680,N/A,N/A,N/A,N/A,N/A,40100,2180,N/A,N/A,N/A,N/A,N/A,133
350,350,12.0,350 x 350,350 x 350 x 12.0,N/A,N/A,123,N/A,350,350,N/A,12.0,12.0,N/A,N/A,N/A,N/A,26.2,26.2,N/A,N/A,N/A,N/A,N/A,N/A,1.34,10.9,29100,29100,N/A,N/A,13.6,13.6,N/A,N/A,1660,1660,N/A,N/A,N/A,1950,1950,N/A,N/A,N/A,N/A,N/A,47600,2550,N/A,N/A,N/A,N/A,N/A,156
350,350,12.5,350 x 350,350 x 350 x 12.5,N/A,N/A,127,N/A,350,350,N/A,12.5,12.5,N/A,N/A,N/A,N/A,25.0,25.0,N/A,N/A,N/A,N/A,N/A,N/A,1.34,10.6,30000,30000,N/A,N/A,13.6,13.6,N/A,N/A,1720,1720,N/A,N/A,N/A,2020,2020,N/A,N/A,N/A,N/A,N/A,49400,2640,N/A,N/A,N/A,N/A,N/A,162
400,400,6.0,400 x 400,400 x 400 x 6.0,N/A,N/A,73.5,N/A,400,400,N/A,6.0,6.0,N/A,N/A,N/A,N/A,63.7,63.7,N/A,N/A,N/A,N/A,N/A,N/A,1.58,21.5,24100,24100,N/A,N/A,16.0,16.0,N/A,N/A,1200,1200,N/A,N/A,N/A,1380,1380,N/A,N/A,N/A,N/A,N/A,37000,1810,N/A,N/A,N/A,N/A,N/A,93.6
400,400,6.3,400 x 400,400 x 400 x 6.3,N/A,N/A,76.8,N/A,400,400,N/A,6.3,6.3,N/A,N/A,N/A,N/A,60.5,60.5,N/A,N/A,N/A,N/A,N/A,N/A,1.57,20.4,25100,25100,N/A,N/A,16.0,16.0,N/A,N/A,1260,1260,N/A,N/A,N/A,1440,1440,N/A,N/A,N/A,N/A,N/A,38900,1890,N/A,N/A,N/A,N/A,N/A,97.8
400,400,8.0,400 x 400,400 x 400 x 8.0,N/A,N/A,96.7,N/A,400,400,N/A,8.0,8.0,N/A,N/A,N/A,N/A,47.0,47.0,N/A,N/A,N/A,N/A,N/A,N/A,1.57,16.2,31300,31300,N/A,N/A,15.9,15.9,N/A,N/A,1560,1560,N/A,N/A,N/A,1800,1800,N/A,N/A,N/A,N/A,N/A,48900,2360,N/A,N/A,N/A,N/A,N/A,123
400,400,10.0,400 x 400,400 x 400 x 10.0,N/A,N/A,120,N/A,400,400,N/A,10.0,10.0,N/A,N/A,N/A,N/A,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,1.56,13.0,38200,38200,N/A,N/A,15.8,15.8,N/A,N/A,1910,1910,N/A,N/A,N/A,2210,2210,N/A,N/A,N/A,N/A,N/A,60400,2890,N/A,N/A,N/A,N/A,N/A,153
400,400,12.0,400 x 400,400 x 400 x 12.0,N/A,N/A,141,N/A,400,400,N/A,12.0,12.0,N/A,N/A,N/A,N/A,30.3,30.3,N/A,N/A,N/A,N/A,N/A,N/A,1.54,10.9,44300,44300,N/A,N/A,15.7,15.7,N/A,N/A,2220,2220,N/A,N/A,N/A,2590,2590,N/A,N/A,N/A,N/A,N/A,71800,3400,N/A,N/A,N/A,N/A,N/A,180
400,400,12.5,400 x 400,400 x 400 x 12.5,N/A,N/A,147,N/A,400,400,N/A,12.5,12.5,N/A,N/A,N/A,N/A,29.0,29.0,N/A,N/A,N/A,N/A,N/A,N/A,1.54,10.5,45900,45900,N/A,N/A,15.7,15.7,N/A,N/A,2290,2290,N/A,N/A,N/A,2680,2680,N/A,N/A,N/A,N/A,N/A,74600,3520,N/A,N/A,N/A,N/A,N/A,187
