First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
260,260,11.0,260 x 260,260 x 260 x 11.0,N/A,N/A,85.0,N/A,260,260,N/A,11.0,11.0,N/A,N/A,N/A,N/A,20.6,20.6,N/A,N/A,N/A,N/A,N/A,N/A,1.01,11.9,11100,11100,N/A,N/A,10.1,10.1,N/A,N/A,855,855,N/A,N/A,N/A,1010,1010,N/A,N/A,N/A,N/A,N/A,17300,1260,N/A,N/A,N/A,N/A,N/A,108
260,260,12.5,260 x 260,260 x 260 x 12.5,N/A,N/A,95.8,N/A,260,260,N/A,12.5,12.5,N/A,N/A,N/A,N/A,17.8,17.8,N/A,N/A,N/A,N/A,N/A,N/A,1.01,10.5,12400,12400,N/A,N/A,10.1,10.1,N/A,N/A,951,951,N/A,N/A,N/A,1130,1130,N/A,N/A,N/A,N/A,N/A,19400,1390,N/A,N/A,N/A,N/A,N/A,122
260,260,14.2,260 x 260,260 x 260 x 14.2,N/A,N/A,108,N/A,260,260,N/A,14.2,14.2,N/A,N/A,N/A,N/A,15.3,15.3,N/A,N/A,N/A,N/A,N/A,N/A,1.00,9.26,13700,13700,N/A,N/A,9.99,9.99,N/A,N/A,1060,1060,N/A,N/A,N/A,1260,1260,N/A,N/A,N/A,N/A,N/A,21700,1540,N/A,N/A,N/A,N/A,N/A,137
260,260,16.0,260 x 260,260 x 260 x 16.0,N/A,N/A,120,N/A,260,260,N/A,16.0,16.0,N/A,N/A,N/A,N/A,13.3,13.3,N/A,N/A,N/A,N/A,N/A,N/A,0.999,8.33,15100,15100,N/A,N/A,9.91,9.91,N/A,N/A,1160,1160,N/A,N/A,N/A,1390,1390,N/A,N/A,N/A,N/A,N/A,23900,1690,N/A,N/A,N/A,N/A,N/A,153
300,300,6.3,300 x 300,300 x 300 x 6.3,N/A,N/A,57.8,N/A,300,300,N/A,6.3,6.3,N/A,N/A,N/A,N/A,44.6,44.6,N/A,N/A,N/A,N/A,N/A,N/A,1.18,20.4,10500,10500,N/A,N/A,12.0,12.0,N/A,N/A,703,703,N/A,N/A,N/A,809,809,N/A,N/A,N/A,N/A,N/A,16100,1040,N/A,N/A,N/A,N/A,N/A,73.6
300,300,7.1,300 x 300,300 x 300 x 7.1,N/A,N/A,64.9,N/A,300,300,N/A,7.1,7.1,N/A,N/A,N/A,N/A,39.3,39.3,N/A,N/A,N/A,N/A,N/A,N/A,1.18,18.2,11800,11800,N/A,N/A,11.9,11.9,N/A,N/A,785,785,N/A,N/A,N/A,906,906,N/A,N/A,N/A,N/A,N/A,18100,1160,N/A,N/A,N/A,N/A,N/A,82.6
300,300,8.0,300 x 300,300 x 300 x 8.0,N/A,N/A,72.8,N/A,300,300,N/A,8.0,8.0,N/A,N/A,N/A,N/A,34.5,34.5,N/A,N/A,N/A,N/A,N/A,N/A,1.18,16.2,13100,13100,N/A,N/A,11.9,11.9,N/A,N/A,875,875,N/A,N/A,N/A,1010,1010,N/A,N/A,N/A,N/A,N/A,20200,1290,N/A,N/A,N/A,N/A,N/A,92.8
300,300,8.8,300 x 300,300 x 300 x 8.8,N/A,N/A,79.8,N/A,300,300,N/A,8.8,8.8,N/A,N/A,N/A,N/A,31.1,31.1,N/A,N/A,N/A,N/A,N/A,N/A,1.18,14.8,14300,14300,N/A,N/A,11.9,11.9,N/A,N/A,954,954,N/A,N/A,N/A,1110,1110,N/A,N/A,N/A,N/A,N/A,22100,1410,N/A,N/A,N/A,N/A,N/A,102
300,300,10.0,300 x 300,300 x 300 x 10.0,N/A,N/A,90.2,N/A,300,300,N/A,10.0,10.0,N/A,N/A,N/A,N/A,27.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,1.17,13.0,16000,16000,N/A,N/A,11.8,11.8,N/A,N/A,1070,1070,N/A,N/A,N/A,1250,1250,N/A,N/A,N/A,N/A,N/A,24800,1580,N/A,N/A,N/A,N/A,N/A,115
300,300,11.0,300 x 300,300 x 300 x 11.0,N/A,N/A,98.8,N/A,300,300,N/A,11.0,11.0,N/A,N/A,N/A,N/A,24.3,24.3,N/A,N/A,N/A,N/A,N/A,N/A,1.17,11.8,17400,17400,N/A,N/A,11.8,11.8,N/A,N/A,1160,1160,N/A,N/A,N/A,1360,1360,N/A,N/A,N/A,N/A,N/A,27000,1710,N/A,N/A,N/A,N/A,N/A,126
300,300,12.5,300 x 300,300 x 300 x 12.5,N/A,N/A,112,N/A,300,300,N/A,12.5,12.5,N/A,N/A,N/A,N/A,21.0,21.0,N/A,N/A,N/A,N/A,N/A,N/A,1.17,10.4,19400,19400,N/A,N/A,11.7,11.7,N/A,N/A,1300,1300,N/A,N/A,N/A,1520,1520,N/A,N/A,N/A,N/A,N/A,30300,1900,N/A,N/A,N/A,N/A,N/A,142
300,300,14.2,300 x 300,300 x 300 x 14.2,N/A,N/A,126,N/A,300,300,N/A,14.2,14.2,N/A,N/A,N/A,N/A,18.1,18.1,N/A,N/A,N/A,N/A,N/A,N/A,1.16,9.21,21600,21600,N/A,N/A,11.6,11.6,N/A,N/A,1440,1440,N/A,N/A,N/A,1710,1710,N/A,N/A,N/A,N/A,N/A,33900,2110,N/A,N/A,N/A,N/A,N/A,160
300,300,16.0,300 x 300,300 x 300 x 16.0,N/A,N/A,141,N/A,300,300,N/A,16.0,16.0,N/A,N/A,N/A,N/A,15.8,15.8,N/A,N/A,N/A,N/A,N/A,N/A,1.16,8.23,23800,23800,N/A,N/A,11.5,11.5,N/A,N/A,1590,1590,N/A,N/A,N/A,1900,1900,N/A,N/A,N/A,N/A,N/A,37600,2320,N/A,N/A,N/A,N/A,N/A,179
350,350,8.0,350 x 350,350 x 350 x 8.0,N/A,N/A,85.4,N/A,350,350,N/A,8.0,8.0,N/A,N/A,N/A,N/A,40.8,40.8,N/A,N/A,N/A,N/A,N/A,N/A,1.38,16.2,21100,21100,N/A,N/A,13.9,13.9,N/A,N/A,1210,1210,N/A,N/A,N/A,1390,1390,N/A,N/A,N/A,N/A,N/A,32400,1790,N/A,N/A,N/A,N/A,N/A,109
350,350,8.8,350 x 350,350 x 350 x 8.8,N/A,N/A,93.6,N/A,350,350,N/A,8.8,8.8,N/A,N/A,N/A,N/A,36.8,36.8,N/A,N/A,N/A,N/A,N/A,N/A,1.38,14.7,23100,23100,N/A,N/A,13.9,13.9,N/A,N/A,1320,1320,N/A,N/A,N/A,1520,1520,N/A,N/A,N/A,N/A,N/A,35400,1950,N/A,N/A,N/A,N/A,N/A,119
350,350,10.0,350 x 350,350 x 350 x 10.0,N/A,N/A,106,N/A,350,350,N/A,10.0,10.0,N/A,N/A,N/A,N/A,32.0,32.0,N/A,N/A,N/A,N/A,N/A,N/A,1.37,12.9,25900,25900,N/A,N/A,13.9,13.9,N/A,N/A,1480,1480,N/A,N/A,N/A,1720,1720,N/A,N/A,N/A,N/A,N/A,39900,2180,N/A,N/A,N/A,N/A,N/A,135
350,350,11.0,350 x 350,350 x 350 x 11.0,N/A,N/A,116,N/A,350,350,N/A,11.0,11.0,N/A,N/A,N/A,N/A,28.8,28.8,N/A,N/A,N/A,N/A,N/A,N/A,1.37,11.8,28200,28200,N/A,N/A,13.8,13.8,N/A,N/A,1610,1610,N/A,N/A,N/A,1870,1870,N/A,N/A,N/A,N/A,N/A,43500,2380,N/A,N/A,N/A,N/A,N/A,148
350,350,12.5,350 x 350,350 x 350 x 12.5,N/A,N/A,131,N/A,350,350,N/A,12.5,12.5,N/A,N/A,N/A,N/A,25.0,25.0,N/A,N/A,N/A,N/A,N/A,N/A,1.37,10.5,31500,31500,N/A,N/A,13.7,13.7,N/A,N/A,1800,1800,N/A,N/A,N/A,2110,2110,N/A,N/A,N/A,N/A,N/A,48900,2650,N/A,N/A,N/A,N/A,N/A,167
350,350,14.2,350 x 350,350 x 350 x 14.2,N/A,N/A,148,N/A,350,350,N/A,14.2,14.2,N/A,N/A,N/A,N/A,21.6,21.6,N/A,N/A,N/A,N/A,N/A,N/A,1.36,9.19,35200,35200,N/A,N/A,13.7,13.7,N/A,N/A,2010,2010,N/A,N/A,N/A,2360,2360,N/A,N/A,N/A,N/A,N/A,54900,2960,N/A,N/A,N/A,N/A,N/A,189
350,350,16.0,350 x 350,350 x 350 x 16.0,N/A,N/A,166,N/A,350,350,N/A,16.0,16.0,N/A,N/A,N/A,N/A,18.9,18.9,N/A,N/A,N/A,N/A,N/A,N/A,1.36,8.19,38900,38900,N/A,N/A,13.6,13.6,N/A,N/A,2220,2220,N/A,N/A,N/A,2630,2630,N/A,N/A,N/A,N/A,N/A,61000,3260,N/A,N/A,N/A,N/A,N/A,211
400,400,8.0,400 x 400,400 x 400 x 8.0,N/A,N/A,97.9,N/A,400,400,N/A,8.0,8.0,N/A,N/A,N/A,N/A,47.0,47.0,N/A,N/A,N/A,N/A,N/A,N/A,1.58,16.1,31900,31900,N/A,N/A,16.0,16.0,N/A,N/A,1590,1590,N/A,N/A,N/A,1830,1830,N/A,N/A,N/A,N/A,N/A,48700,2360,N/A,N/A,N/A,N/A,N/A,125
400,400,8.8,400 x 400,400 x 400 x 8.8,N/A,N/A,107,N/A,400,400,N/A,8.8,8.8,N/A,N/A,N/A,N/A,42.5,42.5,N/A,N/A,N/A,N/A,N/A,N/A,1.58,14.8,34800,34800,N/A,N/A,15.9,15.9,N/A,N/A,1740,1740,N/A,N/A,N/A,2000,2000,N/A,N/A,N/A,N/A,N/A,53300,2580,N/A,N/A,N/A,N/A,N/A,137
400,400,10.0,400 x 400,400 x 400 x 10.0,N/A,N/A,122,N/A,400,400,N/A,10.0,10.0,N/A,N/A,N/A,N/A,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,1.57,12.9,39100,39100,N/A,N/A,15.9,15.9,N/A,N/A,1960,1960,N/A,N/A,N/A,2260,2260,N/A,N/A,N/A,N/A,N/A,60100,2900,N/A,N/A,N/A,N/A,N/A,155
400,400,11.0,400 x 400,400 x 400 x 11.0,N/A,N/A,133,N/A,400,400,N/A,11.0,11.0,N/A,N/A,N/A,N/A,33.4,33.4,N/A,N/A,N/A,N/A,N/A,N/A,1.57,11.8,42700,42700,N/A,N/A,15.8,15.8,N/A,N/A,2130,2130,N/A,N/A,N/A,2470,2470,N/A,N/A,N/A,N/A,N/A,65700,3150,N/A,N/A,N/A,N/A,N/A,170
400,400,12.5,400 x 400,400 x 400 x 12.5,N/A,N/A,151,N/A,400,400,N/A,12.5,12.5,N/A,N/A,N/A,N/A,29.0,29.0,N/A,N/A,N/A,N/A,N/A,N/A,1.57,10.4,47800,47800,N/A,N/A,15.8,15.8,N/A,N/A,2390,2390,N/A,N/A,N/A,2780,2780,N/A,N/A,N/A,N/A,N/A,73900,3530,N/A,N/A,N/A,N/A,N/A,192
400,400,14.2,400 x 400,400 x 400 x 14.2,N/A,N/A,170,N/A,400,400,N/A,14.2,14.2,N/A,N/A,N/A,N/A,25.2,25.2,N/A,N/A,N/A,N/A,N/A,N/A,1.56,9.18,53500,53500,N/A,N/A,15.7,15.7,N/A,N/A,2680,2680,N/A,N/A,N/A,3130,3130,N/A,N/A,N/A,N/A,N/A,83000,3940,N/A,N/A,N/A,N/A,N/A,217
400,400,16.0,400 x 400,400 x 400 x 16.0,N/A,N/A,191,N/A,400,400,N/A,16.0,16.0,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,1.56,8.17,59300,59300,N/A,N/A,15.6,15.6,N/A,N/A,2970,2970,N/A,N/A,N/A,3480,3480,N/A,N/A,N/A,N/A,N/A,92400,4360,N/A,N/A,N/A,N/A,N/A,243
