First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
40,40,2.9,40 x 40,40 x 40 x 2.9,N/A,N/A,3.31,N/A,40,40,N/A,2.9,2.9,N/A,N/A,N/A,N/A,10.8,10.8,N/A,N/A,N/A,N/A,N/A,N/A,0.153,46.2,9.54,9.54,N/A,N/A,1.50,1.50,N/A,N/A,4.77,4.77,N/A,N/A,N/A,5.81,5.81,N/A,N/A,N/A,N/A,N/A,15.3,6.93,N/A,N/A,N/A,N/A,N/A,4.21
40,40,3.0,40 x 40,40 x 40 x 3.0,N/A,N/A,3.41,N/A,40,40,N/A,3.0,3.0,N/A,N/A,N/A,N/A,10.3,10.3,N/A,N/A,N/A,N/A,N/A,N/A,0.152,44.6,9.78,9.78,N/A,N/A,1.50,1.50,N/A,N/A,4.89,4.89,N/A,N/A,N/A,5.97,5.97,N/A,N/A,N/A,N/A,N/A,15.7,7.10,N/A,N/A,N/A,N/A,N/A,4.34
40,40,3.2,40 x 40,40 x 40 x 3.2,N/A,N/A,3.61,N/A,40,40,N/A,3.2,3.2,N/A,N/A,N/A,N/A,9.50,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.152,42.1,10.2,10.2,N/A,N/A,1.49,1.49,N/A,N/A,5.11,5.11,N/A,N/A,N/A,6.28,6.28,N/A,N/A,N/A,N/A,N/A,16.5,7.42,N/A,N/A,N/A,N/A,N/A,4.60
40,40,3.6,40 x 40,40 x 40 x 3.6,N/A,N/A,4.01,N/A,40,40,N/A,3.6,3.6,N/A,N/A,N/A,N/A,8.11,8.11,N/A,N/A,N/A,N/A,N/A,N/A,0.151,37.7,11.1,11.1,N/A,N/A,1.47,1.47,N/A,N/A,5.54,5.54,N/A,N/A,N/A,6.88,6.88,N/A,N/A,N/A,N/A,N/A,18.1,8.01,N/A,N/A,N/A,N/A,N/A,5.10
40,40,4.0,40 x 40,40 x 40 x 4.0,N/A,N/A,4.39,N/A,40,40,N/A,4.0,4.0,N/A,N/A,N/A,N/A,7.00,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.150,34.2,11.8,11.8,N/A,N/A,1.45,1.45,N/A,N/A,5.91,5.91,N/A,N/A,N/A,7.44,7.44,N/A,N/A,N/A,N/A,N/A,19.5,8.54,N/A,N/A,N/A,N/A,N/A,5.59
40,40,5.0,40 x 40,40 x 40 x 5.0,N/A,N/A,5.28,N/A,40,40,N/A,5.0,5.0,N/A,N/A,N/A,N/A,5.00,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.147,27.8,13.4,13.4,N/A,N/A,1.41,1.41,N/A,N/A,6.68,6.68,N/A,N/A,N/A,8.66,8.66,N/A,N/A,N/A,N/A,N/A,22.5,9.60,N/A,N/A,N/A,N/A,N/A,6.73
40,40,5.6,40 x 40,40 x 40 x 5.6,N/A,N/A,5.78,N/A,40,40,N/A,5.6,5.6,N/A,N/A,N/A,N/A,4.14,4.14,N/A,N/A,N/A,N/A,N/A,N/A,0.146,25.3,14.1,14.1,N/A,N/A,1.38,1.38,N/A,N/A,7.03,7.03,N/A,N/A,N/A,9.28,9.28,N/A,N/A,N/A,N/A,N/A,24.0,10.1,N/A,N/A,N/A,N/A,N/A,7.37
40,40,6.3,40 x 40,40 x 40 x 6.3,N/A,N/A,6.33,N/A,40,40,N/A,6.3,6.3,N/A,N/A,N/A,N/A,3.35,3.35,N/A,N/A,N/A,N/A,N/A,N/A,0.144,22.7,14.7,14.7,N/A,N/A,1.35,1.35,N/A,N/A,7.34,7.34,N/A,N/A,N/A,9.90,9.90,N/A,N/A,N/A,N/A,N/A,25.4,10.5,N/A,N/A,N/A,N/A,N/A,8.07
50,50,2.9,50 x 50,50 x 50 x 2.9,N/A,N/A,4.22,N/A,50,50,N/A,2.9,2.9,N/A,N/A,N/A,N/A,14.2,14.2,N/A,N/A,N/A,N/A,N/A,N/A,0.193,45.7,19.7,19.7,N/A,N/A,1.91,1.91,N/A,N/A,7.87,7.87,N/A,N/A,N/A,9.43,9.43,N/A,N/A,N/A,N/A,N/A,31.2,11.5,N/A,N/A,N/A,N/A,N/A,5.37
50,50,3.0,50 x 50,50 x 50 x 3.0,N/A,N/A,4.35,N/A,50,50,N/A,3.0,3.0,N/A,N/A,N/A,N/A,13.7,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.192,44.1,20.2,20.2,N/A,N/A,1.91,1.91,N/A,N/A,8.08,8.08,N/A,N/A,N/A,9.70,9.70,N/A,N/A,N/A,N/A,N/A,32.1,11.8,N/A,N/A,N/A,N/A,N/A,5.54
50,50,3.2,50 x 50,50 x 50 x 3.2,N/A,N/A,4.62,N/A,50,50,N/A,3.2,3.2,N/A,N/A,N/A,N/A,12.6,12.6,N/A,N/A,N/A,N/A,N/A,N/A,0.192,41.6,21.2,21.2,N/A,N/A,1.90,1.90,N/A,N/A,8.49,8.49,N/A,N/A,N/A,10.2,10.2,N/A,N/A,N/A,N/A,N/A,33.8,12.4,N/A,N/A,N/A,N/A,N/A,5.88
50,50,3.6,50 x 50,50 x 50 x 3.6,N/A,N/A,5.14,N/A,50,50,N/A,3.6,3.6,N/A,N/A,N/A,N/A,10.9,10.9,N/A,N/A,N/A,N/A,N/A,N/A,0.191,37.2,23.2,23.2,N/A,N/A,1.88,1.88,N/A,N/A,9.27,9.27,N/A,N/A,N/A,11.3,11.3,N/A,N/A,N/A,N/A,N/A,37.2,13.5,N/A,N/A,N/A,N/A,N/A,6.54
50,50,4.0,50 x 50,50 x 50 x 4.0,N/A,N/A,5.64,N/A,50,50,N/A,4.0,4.0,N/A,N/A,N/A,N/A,9.50,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.190,33.7,25.0,25.0,N/A,N/A,1.86,1.86,N/A,N/A,9.99,9.99,N/A,N/A,N/A,12.3,12.3,N/A,N/A,N/A,N/A,N/A,40.4,14.5,N/A,N/A,N/A,N/A,N/A,7.19
50,50,5.0,50 x 50,50 x 50 x 5.0,N/A,N/A,6.85,N/A,50,50,N/A,5.0,5.0,N/A,N/A,N/A,N/A,7.00,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.187,27.3,28.9,28.9,N/A,N/A,1.82,1.82,N/A,N/A,11.6,11.6,N/A,N/A,N/A,14.5,14.5,N/A,N/A,N/A,N/A,N/A,47.6,16.7,N/A,N/A,N/A,N/A,N/A,8.73
50,50,5.6,50 x 50,50 x 50 x 5.6,N/A,N/A,7.54,N/A,50,50,N/A,5.6,5.6,N/A,N/A,N/A,N/A,5.93,5.93,N/A,N/A,N/A,N/A,N/A,N/A,0.186,24.7,30.8,30.8,N/A,N/A,1.79,1.79,N/A,N/A,12.3,12.3,N/A,N/A,N/A,15.7,15.7,N/A,N/A,N/A,N/A,N/A,51.3,17.8,N/A,N/A,N/A,N/A,N/A,9.61
50,50,6.3,50 x 50,50 x 50 x 6.3,N/A,N/A,8.31,N/A,50,50,N/A,6.3,6.3,N/A,N/A,N/A,N/A,4.94,4.94,N/A,N/A,N/A,N/A,N/A,N/A,0.184,22.1,32.8,32.8,N/A,N/A,1.76,1.76,N/A,N/A,13.1,13.1,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,55.2,18.8,N/A,N/A,N/A,N/A,N/A,10.6
50,50,7.1,50 x 50,50 x 50 x 7.1,N/A,N/A,9.14,N/A,50,50,N/A,7.1,7.1,N/A,N/A,N/A,N/A,4.04,4.04,N/A,N/A,N/A,N/A,N/A,N/A,0.182,19.9,34.5,34.5,N/A,N/A,1.72,1.72,N/A,N/A,13.8,13.8,N/A,N/A,N/A,18.3,18.3,N/A,N/A,N/A,N/A,N/A,58.9,19.8,N/A,N/A,N/A,N/A,N/A,11.6
50,50,8.0,50 x 50,50 x 50 x 8.0,N/A,N/A,10.0,N/A,50,50,N/A,8.0,8.0,N/A,N/A,N/A,N/A,3.25,3.25,N/A,N/A,N/A,N/A,N/A,N/A,0.179,17.9,36.0,36.0,N/A,N/A,1.68,1.68,N/A,N/A,14.4,14.4,N/A,N/A,N/A,19.5,19.5,N/A,N/A,N/A,N/A,N/A,62.3,20.6,N/A,N/A,N/A,N/A,N/A,12.8
60,60,2.9,60 x 60,60 x 60 x 2.9,N/A,N/A,5.13,N/A,60,60,N/A,2.9,2.9,N/A,N/A,N/A,N/A,17.7,17.7,N/A,N/A,N/A,N/A,N/A,N/A,0.233,45.4,35.2,35.2,N/A,N/A,2.32,2.32,N/A,N/A,11.7,11.7,N/A,N/A,N/A,13.9,13.9,N/A,N/A,N/A,N/A,N/A,55.3,17.2,N/A,N/A,N/A,N/A,N/A,6.53
60,60,3.0,60 x 60,60 x 60 x 3.0,N/A,N/A,5.29,N/A,60,60,N/A,3.0,3.0,N/A,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.232,43.9,36.2,36.2,N/A,N/A,2.32,2.32,N/A,N/A,12.1,12.1,N/A,N/A,N/A,14.3,14.3,N/A,N/A,N/A,N/A,N/A,56.9,17.7,N/A,N/A,N/A,N/A,N/A,6.74
60,60,3.2,60 x 60,60 x 60 x 3.2,N/A,N/A,5.62,N/A,60,60,N/A,3.2,3.2,N/A,N/A,N/A,N/A,15.8,15.8,N/A,N/A,N/A,N/A,N/A,N/A,0.232,41.3,38.2,38.2,N/A,N/A,2.31,2.31,N/A,N/A,12.7,12.7,N/A,N/A,N/A,15.2,15.2,N/A,N/A,N/A,N/A,N/A,60.2,18.6,N/A,N/A,N/A,N/A,N/A,7.16
60,60,3.6,60 x 60,60 x 60 x 3.6,N/A,N/A,6.27,N/A,60,60,N/A,3.6,3.6,N/A,N/A,N/A,N/A,13.7,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.231,36.8,41.9,41.9,N/A,N/A,2.29,2.29,N/A,N/A,14.0,14.0,N/A,N/A,N/A,16.8,16.8,N/A,N/A,N/A,N/A,N/A,66.5,20.4,N/A,N/A,N/A,N/A,N/A,7.98
60,60,4.0,60 x 60,60 x 60 x 4.0,N/A,N/A,6.90,N/A,60,60,N/A,4.0,4.0,N/A,N/A,N/A,N/A,12.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.230,33.3,45.4,45.4,N/A,N/A,2.27,2.27,N/A,N/A,15.1,15.1,N/A,N/A,N/A,18.3,18.3,N/A,N/A,N/A,N/A,N/A,72.5,22.0,N/A,N/A,N/A,N/A,N/A,8.79
60,60,5.0,60 x 60,60 x 60 x 5.0,N/A,N/A,8.42,N/A,60,60,N/A,5.0,5.0,N/A,N/A,N/A,N/A,9.00,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.227,27.0,53.3,53.3,N/A,N/A,2.23,2.23,N/A,N/A,17.8,17.8,N/A,N/A,N/A,21.9,21.9,N/A,N/A,N/A,N/A,N/A,86.4,25.7,N/A,N/A,N/A,N/A,N/A,10.7
60,60,5.6,60 x 60,60 x 60 x 5.6,N/A,N/A,9.30,N/A,60,60,N/A,5.6,5.6,N/A,N/A,N/A,N/A,7.71,7.71,N/A,N/A,N/A,N/A,N/A,N/A,0.226,24.3,57.4,57.4,N/A,N/A,2.20,2.20,N/A,N/A,19.1,19.1,N/A,N/A,N/A,23.9,23.9,N/A,N/A,N/A,N/A,N/A,93.9,27.6,N/A,N/A,N/A,N/A,N/A,11.8
60,60,6.3,60 x 60,60 x 60 x 6.3,N/A,N/A,10.3,N/A,60,60,N/A,6.3,6.3,N/A,N/A,N/A,N/A,6.52,6.52,N/A,N/A,N/A,N/A,N/A,N/A,0.224,21.7,61.6,61.6,N/A,N/A,2.17,2.17,N/A,N/A,20.5,20.5,N/A,N/A,N/A,26.0,26.0,N/A,N/A,N/A,N/A,N/A,102,29.6,N/A,N/A,N/A,N/A,N/A,13.1
60,60,7.1,60 x 60,60 x 60 x 7.1,N/A,N/A,11.4,N/A,60,60,N/A,7.1,7.1,N/A,N/A,N/A,N/A,5.45,5.45,N/A,N/A,N/A,N/A,N/A,N/A,0.222,19.5,65.8,65.8,N/A,N/A,2.13,2.13,N/A,N/A,21.9,21.9,N/A,N/A,N/A,28.2,28.2,N/A,N/A,N/A,N/A,N/A,110,31.6,N/A,N/A,N/A,N/A,N/A,14.5
60,60,8.0,60 x 60,60 x 60 x 8.0,N/A,N/A,12.5,N/A,60,60,N/A,8.0,8.0,N/A,N/A,N/A,N/A,4.50,4.50,N/A,N/A,N/A,N/A,N/A,N/A,0.219,17.5,69.7,69.7,N/A,N/A,2.09,2.09,N/A,N/A,23.2,23.2,N/A,N/A,N/A,30.4,30.4,N/A,N/A,N/A,N/A,N/A,118,33.4,N/A,N/A,N/A,N/A,N/A,16.0
70,70,3.0,70 x 70,70 x 70 x 3.0,N/A,N/A,6.24,N/A,70,70,N/A,3.0,3.0,N/A,N/A,N/A,N/A,20.3,20.3,N/A,N/A,N/A,N/A,N/A,N/A,0.272,43.6,59.0,59.0,N/A,N/A,2.73,2.73,N/A,N/A,16.9,16.9,N/A,N/A,N/A,19.9,19.9,N/A,N/A,N/A,N/A,N/A,92.2,24.8,N/A,N/A,N/A,N/A,N/A,7.94
70,70,3.2,70 x 70,70 x 70 x 3.2,N/A,N/A,6.63,N/A,70,70,N/A,3.2,3.2,N/A,N/A,N/A,N/A,18.9,18.9,N/A,N/A,N/A,N/A,N/A,N/A,0.272,41.0,62.3,62.3,N/A,N/A,2.72,2.72,N/A,N/A,17.8,17.8,N/A,N/A,N/A,21.0,21.0,N/A,N/A,N/A,N/A,N/A,97.6,26.1,N/A,N/A,N/A,N/A,N/A,8.44
70,70,3.6,70 x 70,70 x 70 x 3.6,N/A,N/A,7.40,N/A,70,70,N/A,3.6,3.6,N/A,N/A,N/A,N/A,16.4,16.4,N/A,N/A,N/A,N/A,N/A,N/A,0.271,36.6,68.6,68.6,N/A,N/A,2.70,2.70,N/A,N/A,19.6,19.6,N/A,N/A,N/A,23.3,23.3,N/A,N/A,N/A,N/A,N/A,108,28.7,N/A,N/A,N/A,N/A,N/A,9.42
70,70,4.0,70 x 70,70 x 70 x 4.0,N/A,N/A,8.15,N/A,70,70,N/A,4.0,4.0,N/A,N/A,N/A,N/A,14.5,14.5,N/A,N/A,N/A,N/A,N/A,N/A,0.270,33.1,74.7,74.7,N/A,N/A,2.68,2.68,N/A,N/A,21.3,21.3,N/A,N/A,N/A,25.5,25.5,N/A,N/A,N/A,N/A,N/A,118,31.2,N/A,N/A,N/A,N/A,N/A,10.4
70,70,5.0,70 x 70,70 x 70 x 5.0,N/A,N/A,9.99,N/A,70,70,N/A,5.0,5.0,N/A,N/A,N/A,N/A,11.0,11.0,N/A,N/A,N/A,N/A,N/A,N/A,0.267,26.7,88.5,88.5,N/A,N/A,2.64,2.64,N/A,N/A,25.3,25.3,N/A,N/A,N/A,30.8,30.8,N/A,N/A,N/A,N/A,N/A,142,36.8,N/A,N/A,N/A,N/A,N/A,12.7
70,70,5.6,70 x 70,70 x 70 x 5.6,N/A,N/A,11.1,N/A,70,70,N/A,5.6,5.6,N/A,N/A,N/A,N/A,9.50,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.266,24.0,95.9,95.9,N/A,N/A,2.61,2.61,N/A,N/A,27.4,27.4,N/A,N/A,N/A,33.7,33.7,N/A,N/A,N/A,N/A,N/A,155,39.8,N/A,N/A,N/A,N/A,N/A,14.1
70,70,6.3,70 x 70,70 x 70 x 6.3,N/A,N/A,12.3,N/A,70,70,N/A,6.3,6.3,N/A,N/A,N/A,N/A,8.11,8.11,N/A,N/A,N/A,N/A,N/A,N/A,0.264,21.5,104,104,N/A,N/A,2.58,2.58,N/A,N/A,29.7,29.7,N/A,N/A,N/A,36.9,36.9,N/A,N/A,N/A,N/A,N/A,169,42.9,N/A,N/A,N/A,N/A,N/A,15.6
70,70,7.1,70 x 70,70 x 70 x 7.1,N/A,N/A,13.6,N/A,70,70,N/A,7.1,7.1,N/A,N/A,N/A,N/A,6.86,6.86,N/A,N/A,N/A,N/A,N/A,N/A,0.262,19.3,112,112,N/A,N/A,2.54,2.54,N/A,N/A,32.0,32.0,N/A,N/A,N/A,40.3,40.3,N/A,N/A,N/A,N/A,N/A,185,46.1,N/A,N/A,N/A,N/A,N/A,17.3
70,70,8.0,70 x 70,70 x 70 x 8.0,N/A,N/A,15.0,N/A,70,70,N/A,8.0,8.0,N/A,N/A,N/A,N/A,5.75,5.75,N/A,N/A,N/A,N/A,N/A,N/A,0.259,17.3,120,120,N/A,N/A,2.50,2.50,N/A,N/A,34.2,34.2,N/A,N/A,N/A,43.8,43.8,N/A,N/A,N/A,N/A,N/A,200,49.2,N/A,N/A,N/A,N/A,N/A,19.2
70,70,8.8,70 x 70,70 x 70 x 8.8,N/A,N/A,16.3,N/A,70,70,N/A,8.8,8.8,N/A,N/A,N/A,N/A,4.95,4.95,N/A,N/A,N/A,N/A,N/A,N/A,0.257,15.8,126,126,N/A,N/A,2.46,2.46,N/A,N/A,35.9,35.9,N/A,N/A,N/A,46.6,46.6,N/A,N/A,N/A,N/A,N/A,212,51.6,N/A,N/A,N/A,N/A,N/A,20.7
80,80,3.2,80 x 80,80 x 80 x 3.2,N/A,N/A,7.63,N/A,80,80,N/A,3.2,3.2,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.312,40.9,95.0,95.0,N/A,N/A,3.13,3.13,N/A,N/A,23.7,23.7,N/A,N/A,N/A,27.9,27.9,N/A,N/A,N/A,N/A,N/A,148,34.9,N/A,N/A,N/A,N/A,N/A,9.72
80,80,3.6,80 x 80,80 x 80 x 3.6,N/A,N/A,8.53,N/A,80,80,N/A,3.6,3.6,N/A,N/A,N/A,N/A,19.2,19.2,N/A,N/A,N/A,N/A,N/A,N/A,0.311,36.5,105,105,N/A,N/A,3.11,3.11,N/A,N/A,26.2,26.2,N/A,N/A,N/A,31.0,31.0,N/A,N/A,N/A,N/A,N/A,164,38.5,N/A,N/A,N/A,N/A,N/A,10.9
80,80,4.0,80 x 80,80 x 80 x 4.0,N/A,N/A,9.41,N/A,80,80,N/A,4.0,4.0,N/A,N/A,N/A,N/A,17.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.310,32.9,114,114,N/A,N/A,3.09,3.09,N/A,N/A,28.6,28.6,N/A,N/A,N/A,34.0,34.0,N/A,N/A,N/A,N/A,N/A,180,41.9,N/A,N/A,N/A,N/A,N/A,12.0
80,80,5.0,80 x 80,80 x 80 x 5.0,N/A,N/A,11.6,N/A,80,80,N/A,5.0,5.0,N/A,N/A,N/A,N/A,13.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,0.307,26.5,137,137,N/A,N/A,3.05,3.05,N/A,N/A,34.2,34.2,N/A,N/A,N/A,41.1,41.1,N/A,N/A,N/A,N/A,N/A,217,49.8,N/A,N/A,N/A,N/A,N/A,14.7
80,80,5.6,80 x 80,80 x 80 x 5.6,N/A,N/A,12.8,N/A,80,80,N/A,5.6,5.6,N/A,N/A,N/A,N/A,11.3,11.3,N/A,N/A,N/A,N/A,N/A,N/A,0.306,23.9,149,149,N/A,N/A,3.02,3.02,N/A,N/A,37.2,37.2,N/A,N/A,N/A,45.2,45.2,N/A,N/A,N/A,N/A,N/A,238,54.1,N/A,N/A,N/A,N/A,N/A,16.3
80,80,6.3,80 x 80,80 x 80 x 6.3,N/A,N/A,14.2,N/A,80,80,N/A,6.3,6.3,N/A,N/A,N/A,N/A,9.70,9.70,N/A,N/A,N/A,N/A,N/A,N/A,0.304,21.4,162,162,N/A,N/A,2.99,2.99,N/A,N/A,40.5,40.5,N/A,N/A,N/A,49.7,49.7,N/A,N/A,N/A,N/A,N/A,262,58.7,N/A,N/A,N/A,N/A,N/A,18.1
80,80,7.1,80 x 80,80 x 80 x 7.1,N/A,N/A,15.8,N/A,80,80,N/A,7.1,7.1,N/A,N/A,N/A,N/A,8.27,8.27,N/A,N/A,N/A,N/A,N/A,N/A,0.302,19.1,176,176,N/A,N/A,2.95,2.95,N/A,N/A,43.9,43.9,N/A,N/A,N/A,54.5,54.5,N/A,N/A,N/A,N/A,N/A,286,63.5,N/A,N/A,N/A,N/A,N/A,20.2
80,80,8.0,80 x 80,80 x 80 x 8.0,N/A,N/A,17.5,N/A,80,80,N/A,8.0,8.0,N/A,N/A,N/A,N/A,7.00,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.299,17.1,189,189,N/A,N/A,2.91,2.91,N/A,N/A,47.3,47.3,N/A,N/A,N/A,59.5,59.5,N/A,N/A,N/A,N/A,N/A,312,68.3,N/A,N/A,N/A,N/A,N/A,22.4
80,80,8.8,80 x 80,80 x 80 x 8.8,N/A,N/A,19.0,N/A,80,80,N/A,8.8,8.8,N/A,N/A,N/A,N/A,6.09,6.09,N/A,N/A,N/A,N/A,N/A,N/A,0.297,15.6,200,200,N/A,N/A,2.87,2.87,N/A,N/A,50.0,50.0,N/A,N/A,N/A,63.7,63.7,N/A,N/A,N/A,N/A,N/A,332,72.0,N/A,N/A,N/A,N/A,N/A,24.2
80,80,10.0,80 x 80,80 x 80 x 10.0,N/A,N/A,21.1,N/A,80,80,N/A,10.0,10.0,N/A,N/A,N/A,N/A,5.00,5.00,N/A,N/A,N/A,N/A,N/A,N/A,0.294,13.9,214,214,N/A,N/A,2.82,2.82,N/A,N/A,53.5,53.5,N/A,N/A,N/A,69.3,69.3,N/A,N/A,N/A,N/A,N/A,360,76.8,N/A,N/A,N/A,N/A,N/A,26.9
90,90,3.6,90 x 90,90 x 90 x 3.6,N/A,N/A,9.66,N/A,90,90,N/A,3.6,3.6,N/A,N/A,N/A,N/A,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.351,36.3,152,152,N/A,N/A,3.52,3.52,N/A,N/A,33.8,33.8,N/A,N/A,N/A,39.7,39.7,N/A,N/A,N/A,N/A,N/A,237,49.7,N/A,N/A,N/A,N/A,N/A,12.3
90,90,4.0,90 x 90,90 x 90 x 4.0,N/A,N/A,10.7,N/A,90,90,N/A,4.0,4.0,N/A,N/A,N/A,N/A,19.5,19.5,N/A,N/A,N/A,N/A,N/A,N/A,0.350,32.7,166,166,N/A,N/A,3.50,3.50,N/A,N/A,37.0,37.0,N/A,N/A,N/A,43.6,43.6,N/A,N/A,N/A,N/A,N/A,260,54.2,N/A,N/A,N/A,N/A,N/A,13.6
90,90,5.0,90 x 90,90 x 90 x 5.0,N/A,N/A,13.1,N/A,90,90,N/A,5.0,5.0,N/A,N/A,N/A,N/A,15.0,15.0,N/A,N/A,N/A,N/A,N/A,N/A,0.347,26.5,200,200,N/A,N/A,3.45,3.45,N/A,N/A,44.4,44.4,N/A,N/A,N/A,53.0,53.0,N/A,N/A,N/A,N/A,N/A,316,64.8,N/A,N/A,N/A,N/A,N/A,16.7
90,90,5.6,90 x 90,90 x 90 x 5.6,N/A,N/A,14.6,N/A,90,90,N/A,5.6,5.6,N/A,N/A,N/A,N/A,13.1,13.1,N/A,N/A,N/A,N/A,N/A,N/A,0.346,23.7,218,218,N/A,N/A,3.43,3.43,N/A,N/A,48.5,48.5,N/A,N/A,N/A,58.3,58.3,N/A,N/A,N/A,N/A,N/A,347,70.7,N/A,N/A,N/A,N/A,N/A,18.6
90,90,6.3,90 x 90,90 x 90 x 6.3,N/A,N/A,16.2,N/A,90,90,N/A,6.3,6.3,N/A,N/A,N/A,N/A,11.3,11.3,N/A,N/A,N/A,N/A,N/A,N/A,0.344,21.2,238,238,N/A,N/A,3.40,3.40,N/A,N/A,53.0,53.0,N/A,N/A,N/A,64.3,64.3,N/A,N/A,N/A,N/A,N/A,382,77.0,N/A,N/A,N/A,N/A,N/A,20.7
90,90,7.1,90 x 90,90 x 90 x 7.1,N/A,N/A,18.1,N/A,90,90,N/A,7.1,7.1,N/A,N/A,N/A,N/A,9.68,9.68,N/A,N/A,N/A,N/A,N/A,N/A,0.342,18.9,260,260,N/A,N/A,3.36,3.36,N/A,N/A,57.7,57.7,N/A,N/A,N/A,70.8,70.8,N/A,N/A,N/A,N/A,N/A,419,83.7,N/A,N/A,N/A,N/A,N/A,23.0
90,90,8.0,90 x 90,90 x 90 x 8.0,N/A,N/A,20.1,N/A,90,90,N/A,8.0,8.0,N/A,N/A,N/A,N/A,8.25,8.25,N/A,N/A,N/A,N/A,N/A,N/A,0.339,16.9,281,281,N/A,N/A,3.32,3.32,N/A,N/A,62.6,62.6,N/A,N/A,N/A,77.6,77.6,N/A,N/A,N/A,N/A,N/A,459,90.5,N/A,N/A,N/A,N/A,N/A,25.6
90,90,8.8,90 x 90,90 x 90 x 8.8,N/A,N/A,21.8,N/A,90,90,N/A,8.8,8.8,N/A,N/A,N/A,N/A,7.23,7.23,N/A,N/A,N/A,N/A,N/A,N/A,0.337,15.5,299,299,N/A,N/A,3.28,3.28,N/A,N/A,66.5,66.5,N/A,N/A,N/A,83.4,83.4,N/A,N/A,N/A,N/A,N/A,492,96.0,N/A,N/A,N/A,N/A,N/A,27.8
90,90,10.0,90 x 90,90 x 90 x 10.0,N/A,N/A,24.3,N/A,90,90,N/A,10.0,10.0,N/A,N/A,N/A,N/A,6.00,6.00,N/A,N/A,N/A,N/A,N/A,N/A,0.334,13.7,322,322,N/A,N/A,3.23,3.23,N/A,N/A,71.6,71.6,N/A,N/A,N/A,91.3,91.3,N/A,N/A,N/A,N/A,N/A,536,103,N/A,N/A,N/A,N/A,N/A,30.9
100,100,3.6,100 x 100,100 x 100 x 3.6,N/A,N/A,10.8,N/A,100,100,N/A,3.6,3.6,N/A,N/A,N/A,N/A,24.8,24.8,N/A,N/A,N/A,N/A,N/A,N/A,0.391,36.2,212,212,N/A,N/A,3.92,3.92,N/A,N/A,42.3,42.3,N/A,N/A,N/A,49.5,49.5,N/A,N/A,N/A,N/A,N/A,328,62.3,N/A,N/A,N/A,N/A,N/A,13.7
