First Section Series Number,Second Section Series Number,Last Section Series Number,Section Serial Number,Full Section Designation,Cut from Universal Beams,Cut from Universal Columns,Mass Per Metre (kg/m),Leg Length [h] (mm),Depth of Section [h] (mm),Width of Section [b] (mm),Leg Thickness [t] (mm),Web Thickness [tw] (mm),Flange Thickness [tf] (mm),Root Radius [r1] (mm),Toe Radius [r2] (mm),Depth between Fillets [d] (mm),Ratio for local Buckling [d/t],Ratio for Local Web Buckling [cw/tw] (mm),Ratio for Local Flange Buckling [cf/tf] (mm),Shear Centre from Web Centreline [e0] (cm),Centre of Gravity X-direction (cm),Centre of Gravity y-direction (cm),End Clearance [C] (mm),Dimension for Detailing Notch [N] (mm),Dimension for Detailing Notch [n] (mm),Surface Area per Metre (m2),Surface Area per Tonne (m2),Second Moment of Area yy axis Major [cm4],Second Moment of Area zz axis Minor [cm4],Second Moment of Area uu axis  [cm4],Second Moment of Area vv axis Minor [cm4],Radius of Gyration yy axis Major [cm],Radius of Gyration zz axis Minor [cm],Radius of Gyration uu axis Major [cm],Radius of Gyration vv axis Minor [cm],Elastic Modulus yy axis Major [cm3],Elastic Modulus zz axis Minor [cm3],Elastic Modulus Flange yy axis Major [cm3],Elastic Modulus Toe yy axis Major [cm3],Elastic Modulus Toe zz axis Minor [cm3],Plastic Modulus yy axis Major [cm3],Plastic Modulus zz axis Minor [cm3],Angle Axis yy to Axis uu Tanα,Buckling Parameter (U),Torsional Index (X),Warping Constant (Iw) [dm6],Warping Constant (Iw) [cm6],Torsional Constant (IT) [cm4],Torsional Constant (Wt) [cm3],Equivalent Slenderness Coefficient (ϕa),Equivalent Slenderness Coefficient Min.  (ϕa),Equivalent Slenderness Coefficient Max.  (ϕa),Mono-symmetry Index (ψa),Mono-symmetry Index (ψ),Area of Section [cm2]
200,120,8.0,200 x 120,200 x 120 x 8.0,N/A,N/A,36.5,N/A,200,120,N/A,8.0,8.0,N/A,N/A,N/A,N/A,22.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.606,16.6,2390,1080,N/A,N/A,7.17,4.82,N/A,N/A,239,180,N/A,N/A,N/A,298,209,N/A,N/A,N/A,N/A,N/A,2510,308,N/A,N/A,N/A,N/A,N/A,46.4
200,120,10.0,200 x 120,200 x 120 x 10.0,N/A,N/A,44.4,N/A,200,120,N/A,10.0,10.0,N/A,N/A,N/A,N/A,17.0,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.597,13.4,2810,1260,N/A,N/A,7.04,4.72,N/A,N/A,281,210,N/A,N/A,N/A,356,250,N/A,N/A,N/A,N/A,N/A,3010,364,N/A,N/A,N/A,N/A,N/A,56.6
200,150,4.0,200 x 150,200 x 150 x 4.0,N/A,N/A,21.2,N/A,200,150,N/A,4.0,4.0,N/A,N/A,N/A,N/A,47.0,34.5,N/A,N/A,N/A,N/A,N/A,N/A,0.686,32.4,1580,1020,N/A,N/A,7.67,6.16,N/A,N/A,158,136,N/A,N/A,N/A,187,154,N/A,N/A,N/A,N/A,N/A,1940,219,N/A,N/A,N/A,N/A,N/A,26.9
200,150,5.0,200 x 150,200 x 150 x 5.0,N/A,N/A,26.2,N/A,200,150,N/A,5.0,5.0,N/A,N/A,N/A,N/A,37.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,0.683,26.1,1940,1240,N/A,N/A,7.62,6.11,N/A,N/A,193,166,N/A,N/A,N/A,230,189,N/A,N/A,N/A,N/A,N/A,2390,267,N/A,N/A,N/A,N/A,N/A,33.4
200,150,6.0,200 x 150,200 x 150 x 6.0,N/A,N/A,31.1,N/A,200,150,N/A,6.0,6.0,N/A,N/A,N/A,N/A,30.3,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.679,21.8,2270,1460,N/A,N/A,7.56,6.06,N/A,N/A,227,194,N/A,N/A,N/A,271,223,N/A,N/A,N/A,N/A,N/A,2830,313,N/A,N/A,N/A,N/A,N/A,39.6
200,150,8.0,200 x 150,200 x 150 x 8.0,N/A,N/A,40.2,N/A,200,150,N/A,8.0,8.0,N/A,N/A,N/A,N/A,22.0,15.8,N/A,N/A,N/A,N/A,N/A,N/A,0.666,16.6,2830,1820,N/A,N/A,7.43,5.95,N/A,N/A,283,242,N/A,N/A,N/A,344,283,N/A,N/A,N/A,N/A,N/A,3660,396,N/A,N/A,N/A,N/A,N/A,51.2
200,150,10.0,200 x 150,200 x 150 x 10.0,N/A,N/A,49.1,N/A,200,150,N/A,10.0,10.0,N/A,N/A,N/A,N/A,17.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.657,13.4,3350,2140,N/A,N/A,7.31,5.85,N/A,N/A,335,286,N/A,N/A,N/A,413,339,N/A,N/A,N/A,N/A,N/A,4430,471,N/A,N/A,N/A,N/A,N/A,62.6
250,150,5.0,250 x 150,250 x 150 x 5.0,N/A,N/A,30.1,N/A,250,150,N/A,5.0,5.0,N/A,N/A,N/A,N/A,47.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,0.783,26.0,3300,1510,N/A,N/A,9.28,6.27,N/A,N/A,264,201,N/A,N/A,N/A,320,225,N/A,N/A,N/A,N/A,N/A,3280,337,N/A,N/A,N/A,N/A,N/A,38.4
250,150,6.0,250 x 150,250 x 150 x 6.0,N/A,N/A,35.8,N/A,250,150,N/A,6.0,6.0,N/A,N/A,N/A,N/A,38.7,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.779,21.8,3890,1770,N/A,N/A,9.23,6.23,N/A,N/A,311,236,N/A,N/A,N/A,378,266,N/A,N/A,N/A,N/A,N/A,3890,396,N/A,N/A,N/A,N/A,N/A,45.6
250,150,6.3,250 x 150,250 x 150 x 6.3,N/A,N/A,37.2,N/A,250,150,N/A,6.3,6.3,N/A,N/A,N/A,N/A,36.7,20.8,N/A,N/A,N/A,N/A,N/A,N/A,0.773,20.8,4000,1820,N/A,N/A,9.18,6.20,N/A,N/A,320,243,N/A,N/A,N/A,391,276,N/A,N/A,N/A,N/A,N/A,4080,412,N/A,N/A,N/A,N/A,N/A,47.4
250,150,8.0,250 x 150,250 x 150 x 8.0,N/A,N/A,46.5,N/A,250,150,N/A,8.0,8.0,N/A,N/A,N/A,N/A,28.3,15.8,N/A,N/A,N/A,N/A,N/A,N/A,0.766,16.5,4890,2220,N/A,N/A,9.08,6.12,N/A,N/A,391,296,N/A,N/A,N/A,482,340,N/A,N/A,N/A,N/A,N/A,5050,504,N/A,N/A,N/A,N/A,N/A,59.2
250,150,10.0,250 x 150,250 x 150 x 10.0,N/A,N/A,57.0,N/A,250,150,N/A,10.0,10.0,N/A,N/A,N/A,N/A,22.0,12.0,N/A,N/A,N/A,N/A,N/A,N/A,0.757,13.3,5820,2630,N/A,N/A,8.96,6.02,N/A,N/A,466,351,N/A,N/A,N/A,582,409,N/A,N/A,N/A,N/A,N/A,6120,602,N/A,N/A,N/A,N/A,N/A,72.6
250,150,12.0,250 x 150,250 x 150 x 12.0,N/A,N/A,66.0,N/A,250,150,N/A,12.0,12.0,N/A,N/A,N/A,N/A,17.8,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.738,11.2,6460,2920,N/A,N/A,8.77,5.90,N/A,N/A,517,390,N/A,N/A,N/A,658,463,N/A,N/A,N/A,N/A,N/A,7090,684,N/A,N/A,N/A,N/A,N/A,84.1
250,150,12.5,250 x 150,250 x 150 x 12.5,N/A,N/A,68.3,N/A,250,150,N/A,12.5,12.5,N/A,N/A,N/A,N/A,17.0,9.00,N/A,N/A,N/A,N/A,N/A,N/A,0.736,10.8,6630,3000,N/A,N/A,8.73,5.87,N/A,N/A,531,400,N/A,N/A,N/A,678,477,N/A,N/A,N/A,N/A,N/A,7320,704,N/A,N/A,N/A,N/A,N/A,87.0
300,100,6.0,300 x 100,300 x 100 x 6.0,N/A,N/A,35.8,N/A,300,100,N/A,6.0,6.0,N/A,N/A,N/A,N/A,47.0,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.779,21.8,4780,842,N/A,N/A,10.2,4.30,N/A,N/A,318,168,N/A,N/A,N/A,411,188,N/A,N/A,N/A,N/A,N/A,2400,306,N/A,N/A,N/A,N/A,N/A,45.6
300,100,8.0,300 x 100,300 x 100 x 8.0,N/A,N/A,46.5,N/A,300,100,N/A,8.0,8.0,N/A,N/A,N/A,N/A,34.5,9.50,N/A,N/A,N/A,N/A,N/A,N/A,0.766,16.5,5980,1040,N/A,N/A,10.0,4.20,N/A,N/A,399,209,N/A,N/A,N/A,523,238,N/A,N/A,N/A,N/A,N/A,3080,385,N/A,N/A,N/A,N/A,N/A,59.2
300,100,10.0,300 x 100,300 x 100 x 10.0,N/A,N/A,57.0,N/A,300,100,N/A,10.0,10.0,N/A,N/A,N/A,N/A,27.0,7.00,N/A,N/A,N/A,N/A,N/A,N/A,0.757,13.3,7110,1220,N/A,N/A,9.90,4.11,N/A,N/A,474,245,N/A,N/A,N/A,631,285,N/A,N/A,N/A,N/A,N/A,3680,455,N/A,N/A,N/A,N/A,N/A,72.6
300,200,6.0,300 x 200,300 x 200 x 6.0,N/A,N/A,45.2,N/A,300,200,N/A,6.0,6.0,N/A,N/A,N/A,N/A,47.0,30.3,N/A,N/A,N/A,N/A,N/A,N/A,0.979,21.7,7370,3960,N/A,N/A,11.3,8.29,N/A,N/A,491,396,N/A,N/A,N/A,588,446,N/A,N/A,N/A,N/A,N/A,8120,651,N/A,N/A,N/A,N/A,N/A,57.6
300,200,6.3,300 x 200,300 x 200 x 6.3,N/A,N/A,47.1,N/A,300,200,N/A,6.3,6.3,N/A,N/A,N/A,N/A,44.6,28.7,N/A,N/A,N/A,N/A,N/A,N/A,0.973,20.7,7620,4100,N/A,N/A,11.3,8.27,N/A,N/A,508,410,N/A,N/A,N/A,610,463,N/A,N/A,N/A,N/A,N/A,8520,680,N/A,N/A,N/A,N/A,N/A,60.0
300,200,8.0,300 x 200,300 x 200 x 8.0,N/A,N/A,59.1,N/A,300,200,N/A,8.0,8.0,N/A,N/A,N/A,N/A,34.5,22.0,N/A,N/A,N/A,N/A,N/A,N/A,0.966,16.3,9390,5040,N/A,N/A,11.2,8.19,N/A,N/A,626,504,N/A,N/A,N/A,757,574,N/A,N/A,N/A,N/A,N/A,10600,838,N/A,N/A,N/A,N/A,N/A,75.2
300,200,10.0,300 x 200,300 x 200 x 10.0,N/A,N/A,72.7,N/A,300,200,N/A,10.0,10.0,N/A,N/A,N/A,N/A,27.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,0.957,13.2,11300,6060,N/A,N/A,11.1,8.09,N/A,N/A,754,606,N/A,N/A,N/A,921,698,N/A,N/A,N/A,N/A,N/A,13000,1010,N/A,N/A,N/A,N/A,N/A,92.6
300,200,12.0,300 x 200,300 x 200 x 12.0,N/A,N/A,84.8,N/A,300,200,N/A,12.0,12.0,N/A,N/A,N/A,N/A,22.0,13.7,N/A,N/A,N/A,N/A,N/A,N/A,0.938,11.1,12800,6850,N/A,N/A,10.9,7.96,N/A,N/A,853,685,N/A,N/A,N/A,1060,801,N/A,N/A,N/A,N/A,N/A,15200,1170,N/A,N/A,N/A,N/A,N/A,108
300,200,12.5,300 x 200,300 x 200 x 12.5,N/A,N/A,88.0,N/A,300,200,N/A,12.5,12.5,N/A,N/A,N/A,N/A,21.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,0.936,10.6,13200,7060,N/A,N/A,10.8,7.94,N/A,N/A,879,706,N/A,N/A,N/A,1090,828,N/A,N/A,N/A,N/A,N/A,15800,1200,N/A,N/A,N/A,N/A,N/A,112
400,200,6.0,400 x 200,400 x 200 x 6.0,N/A,N/A,54.7,N/A,400,200,N/A,6.0,6.0,N/A,N/A,N/A,N/A,63.7,30.3,N/A,N/A,N/A,N/A,N/A,N/A,1.18,21.6,14800,5090,N/A,N/A,14.6,8.55,N/A,N/A,739,509,N/A,N/A,N/A,906,562,N/A,N/A,N/A,N/A,N/A,12100,877,N/A,N/A,N/A,N/A,N/A,69.6
400,200,6.3,400 x 200,400 x 200 x 6.3,N/A,N/A,57.0,N/A,400,200,N/A,6.3,6.3,N/A,N/A,N/A,N/A,60.5,28.7,N/A,N/A,N/A,N/A,N/A,N/A,1.17,20.5,15300,5290,N/A,N/A,14.5,8.53,N/A,N/A,766,529,N/A,N/A,N/A,942,585,N/A,N/A,N/A,N/A,N/A,12700,916,N/A,N/A,N/A,N/A,N/A,72.6
400,200,8.0,400 x 200,400 x 200 x 8.0,N/A,N/A,71.6,N/A,400,200,N/A,8.0,8.0,N/A,N/A,N/A,N/A,47.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,1.17,16.3,19000,6520,N/A,N/A,14.4,8.45,N/A,N/A,949,652,N/A,N/A,N/A,1170,728,N/A,N/A,N/A,N/A,N/A,15800,1130,N/A,N/A,N/A,N/A,N/A,91.2
400,200,10.0,400 x 200,400 x 200 x 10.0,N/A,N/A,88.4,N/A,400,200,N/A,10.0,10.0,N/A,N/A,N/A,N/A,37.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,1.16,13.1,23000,7860,N/A,N/A,14.3,8.36,N/A,N/A,1150,786,N/A,N/A,N/A,1430,888,N/A,N/A,N/A,N/A,N/A,19400,1370,N/A,N/A,N/A,N/A,N/A,113
400,200,12.0,400 x 200,400 x 200 x 12.0,N/A,N/A,104,N/A,400,200,N/A,12.0,12.0,N/A,N/A,N/A,N/A,30.3,13.7,N/A,N/A,N/A,N/A,N/A,N/A,1.14,11.0,26200,8980,N/A,N/A,14.1,8.24,N/A,N/A,1310,898,N/A,N/A,N/A,1660,1030,N/A,N/A,N/A,N/A,N/A,22800,1590,N/A,N/A,N/A,N/A,N/A,132
400,200,12.5,400 x 200,400 x 200 x 12.5,N/A,N/A,108,N/A,400,200,N/A,12.5,12.5,N/A,N/A,N/A,N/A,29.0,13.0,N/A,N/A,N/A,N/A,N/A,N/A,1.14,10.6,27100,9260,N/A,N/A,14.1,8.22,N/A,N/A,1360,926,N/A,N/A,N/A,1710,1060,N/A,N/A,N/A,N/A,N/A,23600,1640,N/A,N/A,N/A,N/A,N/A,137
450,250,6.0,450 x 250,450 x 250 x 6.0,N/A,N/A,64.1,N/A,450,250,N/A,6.0,6.0,N/A,N/A,N/A,N/A,72.0,38.7,N/A,N/A,N/A,N/A,N/A,N/A,1.38,21.5,22700,9240,N/A,N/A,16.7,10.6,N/A,N/A,1010,740,N/A,N/A,N/A,1220,817,N/A,N/A,N/A,N/A,N/A,20700,1250,N/A,N/A,N/A,N/A,N/A,81.6
450,250,6.3,450 x 250,450 x 250 x 6.3,N/A,N/A,66.9,N/A,450,250,N/A,6.3,6.3,N/A,N/A,N/A,N/A,68.4,36.7,N/A,N/A,N/A,N/A,N/A,N/A,1.37,20.5,23600,9620,N/A,N/A,16.6,10.6,N/A,N/A,1050,769,N/A,N/A,N/A,1270,851,N/A,N/A,N/A,N/A,N/A,21700,1310,N/A,N/A,N/A,N/A,N/A,85.2
450,250,8.0,450 x 250,450 x 250 x 8.0,N/A,N/A,84.2,N/A,450,250,N/A,8.0,8.0,N/A,N/A,N/A,N/A,53.3,28.3,N/A,N/A,N/A,N/A,N/A,N/A,1.37,16.3,29300,11900,N/A,N/A,16.5,10.5,N/A,N/A,1300,953,N/A,N/A,N/A,1590,1060,N/A,N/A,N/A,N/A,N/A,27200,1630,N/A,N/A,N/A,N/A,N/A,107
450,250,10.0,450 x 250,450 x 250 x 10.0,N/A,N/A,104,N/A,450,250,N/A,10.0,10.0,N/A,N/A,N/A,N/A,42.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,1.36,13.1,35700,14500,N/A,N/A,16.4,10.4,N/A,N/A,1590,1160,N/A,N/A,N/A,1950,1300,N/A,N/A,N/A,N/A,N/A,33500,1980,N/A,N/A,N/A,N/A,N/A,133
450,250,12.0,450 x 250,450 x 250 x 12.0,N/A,N/A,123,N/A,450,250,N/A,12.0,12.0,N/A,N/A,N/A,N/A,34.5,17.8,N/A,N/A,N/A,N/A,N/A,N/A,1.34,10.9,41100,16700,N/A,N/A,16.2,10.3,N/A,N/A,1830,1330,N/A,N/A,N/A,2260,1520,N/A,N/A,N/A,N/A,N/A,39600,2310,N/A,N/A,N/A,N/A,N/A,156
450,250,12.5,450 x 250,450 x 250 x 12.5,N/A,N/A,127,N/A,450,250,N/A,12.5,12.5,N/A,N/A,N/A,N/A,33.0,17.0,N/A,N/A,N/A,N/A,N/A,N/A,1.34,10.6,42500,17200,N/A,N/A,16.2,10.3,N/A,N/A,1890,1380,N/A,N/A,N/A,2350,1570,N/A,N/A,N/A,N/A,N/A,41100,2390,N/A,N/A,N/A,N/A,N/A,162
500,300,6.0,500 x 300,500 x 300 x 6.0,N/A,N/A,73.5,N/A,500,300,N/A,6.0,6.0,N/A,N/A,N/A,N/A,80.3,47.0,N/A,N/A,N/A,N/A,N/A,N/A,1.58,21.5,33000,15200,N/A,N/A,18.8,12.7,N/A,N/A,1320,1010,N/A,N/A,N/A,1580,1120,N/A,N/A,N/A,N/A,N/A,32400,1690,N/A,N/A,N/A,N/A,N/A,93.6
500,300,6.3,500 x 300,500 x 300 x 6.3,N/A,N/A,76.8,N/A,500,300,N/A,6.3,6.3,N/A,N/A,N/A,N/A,76.4,44.6,N/A,N/A,N/A,N/A,N/A,N/A,1.57,20.4,34300,15800,N/A,N/A,18.7,12.7,N/A,N/A,1370,1050,N/A,N/A,N/A,1650,1160,N/A,N/A,N/A,N/A,N/A,34100,1770,N/A,N/A,N/A,N/A,N/A,97.8
500,300,8.0,500 x 300,500 x 300 x 8.0,N/A,N/A,96.7,N/A,500,300,N/A,8.0,8.0,N/A,N/A,N/A,N/A,59.5,34.5,N/A,N/A,N/A,N/A,N/A,N/A,1.57,16.2,42800,19600,N/A,N/A,18.6,12.6,N/A,N/A,1710,1310,N/A,N/A,N/A,2060,1460,N/A,N/A,N/A,N/A,N/A,42800,2200,N/A,N/A,N/A,N/A,N/A,123
500,300,10.0,500 x 300,500 x 300 x 10.0,N/A,N/A,120,N/A,500,300,N/A,10.0,10.0,N/A,N/A,N/A,N/A,47.0,27.0,N/A,N/A,N/A,N/A,N/A,N/A,1.56,13.0,52300,23900,N/A,N/A,18.5,12.5,N/A,N/A,2090,1600,N/A,N/A,N/A,2540,1790,N/A,N/A,N/A,N/A,N/A,52700,2690,N/A,N/A,N/A,N/A,N/A,153
500,300,12.0,500 x 300,500 x 300 x 12.0,N/A,N/A,141,N/A,500,300,N/A,12.0,12.0,N/A,N/A,N/A,N/A,38.7,22.0,N/A,N/A,N/A,N/A,N/A,N/A,1.54,10.9,60600,27700,N/A,N/A,18.3,12.4,N/A,N/A,2420,1850,N/A,N/A,N/A,2960,2090,N/A,N/A,N/A,N/A,N/A,62600,3160,N/A,N/A,N/A,N/A,N/A,180
500,300,12.5,500 x 300,500 x 300 x 12.5,N/A,N/A,147,N/A,500,300,N/A,12.5,12.5,N/A,N/A,N/A,N/A,37.0,21.0,N/A,N/A,N/A,N/A,N/A,N/A,1.54,10.5,62700,28700,N/A,N/A,18.3,12.4,N/A,N/A,2510,1910,N/A,N/A,N/A,3070,2170,N/A,N/A,N/A,N/A,N/A,65000,3270,N/A,N/A,N/A,N/A,N/A,187
